source,doy1998,station_wq_chl,latitude,longitude,field_coords,date,depth,tide,chlorophyll
USBR,5307,USBR 16,38.0889,-121.7425,FALSE,2012-07-12,9.1,NA,5.1
USBR,5307,USBR 34,38.1576,-121.6856,FALSE,2012-07-12,10.4,NA,4.2
USBR,5307,USBR 44,38.2097,-121.6618,FALSE,2012-07-12,12.8,NA,4.3
USBR,5307,USBR Pro,38.2808,-121.6651,FALSE,2012-07-12,6.1,NA,9.6
USBR,5307,USBR 56,38.2754,-121.6616,FALSE,2012-07-12,10.7,NA,5.5
USBR,5339,USBR 16,38.0889,-121.7425,FALSE,2012-08-13,9.1,NA,3.2
USBR,5339,USBR 34,38.1576,-121.6856,FALSE,2012-08-13,10.4,NA,3.3
USBR,5339,USBR 44,38.2097,-121.6618,FALSE,2012-08-13,12.8,NA,4.9
USBR,5339,USBR Pro,38.2808,-121.6651,FALSE,2012-08-13,6.1,NA,22.6
USBR,5339,USBR 56,38.2754,-121.6616,FALSE,2012-08-13,10.7,NA,6.4
USBR,5368,USBR 16,38.0889,-121.7425,FALSE,2012-09-11,9.1,NA,5.5
USBR,5368,USBR 34,38.1576,-121.6856,FALSE,2012-09-11,10.4,NA,7.2
USBR,5368,USBR 44,38.2097,-121.6618,FALSE,2012-09-11,12.8,NA,5.1
USBR,5368,USBR Pro,38.2808,-121.6651,FALSE,2012-09-11,6.1,NA,5.3
USBR,5368,USBR 56,38.2754,-121.6616,FALSE,2012-09-11,10.7,NA,-0.2
USBR,5396,USBR 16,38.0889,-121.7425,FALSE,2012-10-09,9.1,NA,17.7
USBR,5396,USBR 34,38.1576,-121.6856,FALSE,2012-10-09,10.4,NA,18.5
USBR,5396,USBR 44,38.2097,-121.6618,FALSE,2012-10-09,12.8,NA,10.6
USBR,5396,USBR Pro,38.2808,-121.6651,FALSE,2012-10-09,6.1,NA,37.6
USBR,5396,USBR 56,38.2754,-121.6616,FALSE,2012-10-09,10.7,NA,24.6
USBR,5454,USBR 16,38.0889,-121.7425,FALSE,2012-12-06,9.1,NA,4.69999980926514
USBR,5454,USBR 34,38.1576,-121.6856,FALSE,2012-12-06,10.4,NA,5.69999980926514
USBR,5454,USBR 44,38.2097,-121.6618,FALSE,2012-12-06,12.8,NA,5.39999961853027
USBR,5454,USBR Pro,38.2808,-121.6651,FALSE,2012-12-06,6.1,NA,7.39999961853027
USBR,5454,USBR 56,38.2754,-121.6616,FALSE,2012-12-06,10.7,NA,5.39999961853027
USBR,5503,USBR 16,38.0889,-121.7425,FALSE,2013-01-24,9.1,NA,2.69999992847442
USBR,5503,USBR 34,38.1576,-121.6856,FALSE,2013-01-24,10.4,NA,3.09999990463257
USBR,5503,USBR 44,38.2097,-121.6618,FALSE,2013-01-24,12.8,NA,2.59999990463257
USBR,5503,USBR Pro,38.2808,-121.6651,FALSE,2013-01-24,6.1,NA,3.89999985694885
USBR,5503,USBR 56,38.2754,-121.6616,FALSE,2013-01-24,10.7,NA,3
USBR,5530,USBR 16,38.0889,-121.7425,FALSE,2013-02-20,9.1,NA,2.5
USBR,5530,USBR 34,38.1576,-121.6856,FALSE,2013-02-20,10.4,NA,4.29999971389771
USBR,5530,USBR 44,38.2097,-121.6618,FALSE,2013-02-20,12.8,NA,1.79999995231628
USBR,5530,USBR Pro,38.2808,-121.6651,FALSE,2013-02-20,6.1,NA,6.69999980926514
USBR,5530,USBR 56,38.2754,-121.6616,FALSE,2013-02-20,10.7,NA,3.69999980926514
USBR,5565,USBR 16,38.0889,-121.7425,FALSE,2013-03-27,9.1,NA,4.19999980926514
USBR,5565,USBR 34,38.1576,-121.6856,FALSE,2013-03-27,10.4,NA,2.39999985694885
USBR,5565,USBR 44,38.2097,-121.6618,FALSE,2013-03-27,12.8,NA,2.79999995231628
USBR,5565,USBR Pro,38.2808,-121.6651,FALSE,2013-03-27,6.1,NA,6.89999961853027
USBR,5565,USBR 56,38.2754,-121.6616,FALSE,2013-03-27,10.7,NA,2.09999990463257
USBR,5600,USBR 16,38.0889,-121.7425,FALSE,2013-05-01,9.1,NA,3.29999995231628
USBR,5600,USBR 34,38.1576,-121.6856,FALSE,2013-05-01,10.4,NA,3.19999980926514
USBR,5600,USBR 44,38.2097,-121.6618,FALSE,2013-05-01,12.8,NA,1
USBR,5600,USBR Pro,38.2808,-121.6651,FALSE,2013-05-01,6.1,NA,3
USBR,5600,USBR 56,38.2754,-121.6616,FALSE,2013-05-01,10.7,NA,2.79999995231628
USBR,5630,USBR 16,38.0889,-121.7425,FALSE,2013-05-31,9.1,NA,2.29999995231628
USBR,5630,USBR 34,38.1576,-121.6856,FALSE,2013-05-31,10.4,NA,1.29999995231628
USBR,5630,USBR 44,38.2097,-121.6618,FALSE,2013-05-31,12.8,NA,7.5
USBR,5630,USBR Pro,38.2808,-121.6651,FALSE,2013-05-31,6.1,NA,2.69999980926514
USBR,5630,USBR 56,38.2754,-121.6616,FALSE,2013-05-31,10.7,NA,3.09999990463257
USBR,5658,USBR 16,38.0889,-121.7425,FALSE,2013-06-28,9.1,NA,4.5
USBR,5658,USBR 34,38.1576,-121.6856,FALSE,2013-06-28,10.4,NA,1.29999995231628
USBR,5658,USBR 44,38.2097,-121.6618,FALSE,2013-06-28,12.8,NA,0.299999952316284
USBR,5658,USBR Pro,38.2808,-121.6651,FALSE,2013-06-28,6.1,NA,3.79999995231628
USBR,5658,USBR 56,38.2754,-121.6616,FALSE,2013-06-28,10.7,NA,1.5
USBR,5693,USBR 16,38.0889,-121.7425,FALSE,2013-08-02,9.1,NA,1.79999995231628
USBR,5693,USBR 34,38.1576,-121.6856,FALSE,2013-08-02,10.4,NA,1.39999997615814
USBR,5693,USBR 44,38.2097,-121.6618,FALSE,2013-08-02,12.8,NA,1.09999990463257
USBR,5693,USBR Pro,38.2808,-121.6651,FALSE,2013-08-02,6.1,NA,3.69999980926514
USBR,5693,USBR 56,38.2754,-121.6616,FALSE,2013-08-02,10.7,NA,1.79999995231628
USBR,5728,USBR 16,38.0889,-121.7425,FALSE,2013-09-06,9.1,NA,1.59999990463257
USBR,5728,USBR 34,38.1576,-121.6856,FALSE,2013-09-06,10.4,NA,0.899999976158142
USBR,5728,USBR 44,38.2097,-121.6618,FALSE,2013-09-06,12.8,NA,2
USBR,5728,USBR Pro,38.2808,-121.6651,FALSE,2013-09-06,6.1,NA,4.5
USBR,5728,USBR 56,38.2754,-121.6616,FALSE,2013-09-06,10.7,NA,1.5
USBR,5788,USBR 16,38.0889,-121.7425,FALSE,2013-11-05,9.1,NA,1.89999997615814
USBR,5788,USBR 34,38.1576,-121.6856,FALSE,2013-11-05,10.4,NA,1.09999990463257
USBR,5788,USBR 44,38.2097,-121.6618,FALSE,2013-11-05,12.8,NA,1.09999990463257
USBR,5788,USBR Pro,38.2808,-121.6651,FALSE,2013-11-05,6.1,NA,1.79999995231628
USBR,5788,USBR 56,38.2754,-121.6616,FALSE,2013-11-05,10.7,NA,1.79999995231628
USBR,5875,USBR 16,38.0889,-121.7425,FALSE,2014-01-31,9.1,NA,2.59999990463257
USBR,5875,USBR 34,38.1576,-121.6856,FALSE,2014-01-31,10.4,NA,2.59999990463257
USBR,5875,USBR 44,38.2097,-121.6618,FALSE,2014-01-31,12.8,NA,4.09999990463257
USBR,5875,USBR Pro,38.2808,-121.6651,FALSE,2014-01-31,6.1,NA,7.79999971389771
USBR,5875,USBR 56,38.2754,-121.6616,FALSE,2014-01-31,10.7,NA,2.79999995231628
USBR,5909,USBR 16,38.0889,-121.7425,FALSE,2014-03-06,9.1,NA,3.19999980926514
USBR,5909,USBR 34,38.1576,-121.6856,FALSE,2014-03-06,10.4,NA,3.5
USBR,5909,USBR 44,38.2097,-121.6618,FALSE,2014-03-06,12.8,NA,3.39999985694885
USBR,5909,USBR Pro,38.2808,-121.6651,FALSE,2014-03-06,6.1,NA,4.59999990463257
USBR,5909,USBR 56,38.2754,-121.6616,FALSE,2014-03-06,10.7,NA,2.59999990463257
USBR,5941,USBR 16,38.0889,-121.7425,FALSE,2014-04-07,9.1,NA,2.5
USBR,5941,USBR 34,38.1576,-121.6856,FALSE,2014-04-07,10.4,NA,2.29999995231628
USBR,5941,USBR 44,38.2097,-121.6618,FALSE,2014-04-07,12.8,NA,2
USBR,5941,USBR Pro,38.2808,-121.6651,FALSE,2014-04-07,6.1,NA,3.69999980926514
USBR,5941,USBR 56,38.2754,-121.6616,FALSE,2014-04-07,10.7,NA,2.39999985694885
USBR,5976,USBR 16,38.0889,-121.7425,FALSE,2014-05-12,9.1,NA,2.89999985694885
USBR,5976,USBR 34,38.1576,-121.6856,FALSE,2014-05-12,10.4,NA,2.69999980926514
USBR,5976,USBR 44,38.2097,-121.6618,FALSE,2014-05-12,12.8,NA,1.89999997615814
USBR,5976,USBR Pro,38.2808,-121.6651,FALSE,2014-05-12,6.1,NA,4.39999961853027
USBR,5976,USBR 56,38.2754,-121.6616,FALSE,2014-05-12,10.7,NA,3.39999985694885
USBR,6019,USBR 16,38.0889,-121.7425,FALSE,2014-06-24,9.1,NA,2.29999995231628
USBR,6019,USBR 34,38.1576,-121.6856,FALSE,2014-06-24,10.4,NA,1.89999997615814
USBR,6019,USBR 44,38.2097,-121.6618,FALSE,2014-06-24,12.8,NA,1.29999995231628
USBR,6019,USBR Pro,38.2808,-121.6651,FALSE,2014-06-24,6.1,NA,6.19999980926514
USBR,6019,USBR 56,38.2754,-121.6616,FALSE,2014-06-24,10.7,NA,2.5
USBR,6055,USBR 16,38.0889,-121.7425,FALSE,2014-07-30,9.1,NA,1.39999997615814
USBR,6055,USBR 34,38.1576,-121.6856,FALSE,2014-07-30,10.4,NA,2.09999990463257
USBR,6055,USBR 44,38.2097,-121.6618,FALSE,2014-07-30,12.8,NA,1.5
USBR,6055,USBR Pro,38.2808,-121.6651,FALSE,2014-07-30,6.1,NA,3.89999985694885
USBR,6055,USBR 56,38.2754,-121.6616,FALSE,2014-07-30,10.7,NA,1.89999997615814
USBR,6084,USBR 16,38.0889,-121.7425,FALSE,2014-08-28,9.1,NA,1.59999990463257
USBR,6084,USBR 34,38.1576,-121.6856,FALSE,2014-08-28,10.4,NA,1.39999997615814
USBR,6084,USBR 44,38.2097,-121.6618,FALSE,2014-08-28,12.8,NA,1.69999992847443
USBR,6084,USBR Pro,38.2808,-121.6651,FALSE,2014-08-28,6.1,NA,2.79999995231628
USBR,6084,USBR 56,38.2754,-121.6616,FALSE,2014-08-28,10.7,NA,1.89999997615814
USBR,6124,USBR 16,38.0889,-121.7425,FALSE,2014-10-07,9.1,NA,2.29999995231628
USBR,6124,USBR 34,38.1576,-121.6856,FALSE,2014-10-07,10.4,NA,2.29999995231628
USBR,6124,USBR 44,38.2097,-121.6618,FALSE,2014-10-07,12.8,NA,2.39999985694885
USBR,6124,USBR Pro,38.2808,-121.6651,FALSE,2014-10-07,6.1,NA,4.19999980926514
USBR,6124,USBR 56,38.2754,-121.6616,FALSE,2014-10-07,10.7,NA,3.19999980926514
USBR,6166,USBR 16,38.0889,-121.7425,FALSE,2014-11-18,9.1,NA,3
USBR,6166,USBR 34,38.1576,-121.6856,FALSE,2014-11-18,10.4,NA,0.799999952316284
USBR,6166,USBR 44,38.2097,-121.6618,FALSE,2014-11-18,12.8,NA,2.5
USBR,6166,USBR Pro,38.2808,-121.6651,FALSE,2014-11-18,6.1,NA,3.19999980926514
USBR,6166,USBR 56,38.2754,-121.6616,FALSE,2014-11-18,10.7,NA,2.19999980926514
USBR,6196,USBR 16,38.0889,-121.7425,FALSE,2014-12-18,9.1,NA,6.79999971389771
USBR,6196,USBR 34,38.1576,-121.6856,FALSE,2014-12-18,10.4,NA,6.09999990463257
USBR,6196,USBR 44,38.2097,-121.6618,FALSE,2014-12-18,12.8,NA,7.89999961853027
USBR,6196,USBR Pro,38.2808,-121.6651,FALSE,2014-12-18,6.1,NA,12.5999994277954
USBR,6196,USBR 56,38.2754,-121.6616,FALSE,2014-12-18,10.7,NA,6.79999971389771
USBR,6236,USBR 16,38.0889,-121.7425,FALSE,2015-01-27,9.1,NA,2.5
USBR,6236,USBR 34,38.1576,-121.6856,FALSE,2015-01-27,10.4,NA,1.39999997615814
USBR,6236,USBR 44,38.2097,-121.6618,FALSE,2015-01-27,12.8,NA,1.79999995231628
USBR,6236,USBR Pro,38.2808,-121.6651,FALSE,2015-01-27,6.1,NA,3.5
USBR,6236,USBR 56,38.2754,-121.6616,FALSE,2015-01-27,10.7,NA,2.5
USBR,6277,USBR 16,38.0889,-121.7425,FALSE,2015-03-09,9.1,NA,4.09999990463257
USBR,6277,USBR 34,38.1576,-121.6856,FALSE,2015-03-09,10.4,NA,2.39999985694885
USBR,6277,USBR 44,38.2097,-121.6618,FALSE,2015-03-09,12.8,NA,2.39999985694885
USBR,6277,USBR Pro,38.2808,-121.6651,FALSE,2015-03-09,6.1,NA,7.59999990463257
USBR,6277,USBR 56,38.2754,-121.6616,FALSE,2015-03-09,10.7,NA,2.5
USBR,6321,USBR 16,38.0889,-121.7425,FALSE,2015-04-22,9.1,NA,3.89999985694885
USBR,6321,USBR 34,38.1576,-121.6856,FALSE,2015-04-22,10.4,NA,7.09999990463257
USBR,6321,USBR 44,38.2097,-121.6618,FALSE,2015-04-22,12.8,NA,3.59999990463257
USBR,6321,USBR Pro,38.2808,-121.6651,FALSE,2015-04-22,6.1,NA,3.59999990463257
USBR,6321,USBR 56,38.2754,-121.6616,FALSE,2015-04-22,10.7,NA,2.19999980926514
USBR,6356,USBR 16,38.0889,-121.7425,FALSE,2015-05-27,9.1,NA,3.09999990463257
USBR,6356,USBR 34,38.1576,-121.6856,FALSE,2015-05-27,10.4,NA,2
USBR,6356,USBR 44,38.2097,-121.6618,FALSE,2015-05-27,12.8,NA,1.79999995231628
USBR,6356,USBR Pro,38.2808,-121.6651,FALSE,2015-05-27,6.1,NA,3.59999990463257
USBR,6356,USBR 56,38.2754,-121.6616,FALSE,2015-05-27,10.7,NA,2.09999990463257
USBR,6398,USBR 16,38.0889,-121.7425,FALSE,2015-07-08,9.1,NA,3.19999980926514
USBR,6398,USBR 34,38.1576,-121.6856,FALSE,2015-07-08,10.4,NA,3.79999995231628
USBR,6398,USBR 44,38.2097,-121.6618,FALSE,2015-07-08,12.8,NA,2.69999980926514
USBR,6398,USBR Pro,38.2808,-121.6651,FALSE,2015-07-08,6.1,NA,3.89999985694885
USBR,6398,USBR 56,38.2754,-121.6616,FALSE,2015-07-08,10.7,NA,1.79999995231628
USBR,6441,USBR 16,38.0889,-121.7425,FALSE,2015-08-20,9.1,NA,2.59999990463257
USBR,6441,USBR 34,38.1576,-121.6856,FALSE,2015-08-20,10.4,NA,3.29999995231628
USBR,6441,USBR 44,38.2097,-121.6618,FALSE,2015-08-20,12.8,NA,2.5
USBR,6441,USBR Pro,38.2808,-121.6651,FALSE,2015-08-20,6.1,NA,3.5
USBR,6441,USBR 56,38.2754,-121.6616,FALSE,2015-08-20,10.7,NA,1.69999992847443
USBR,6509,USBR 16,38.0889,-121.7425,FALSE,2015-10-27,9.1,NA,1.79999995231628
USBR,6509,USBR 34,38.1576,-121.6856,FALSE,2015-10-27,10.4,NA,1
USBR,6509,USBR 44,38.2097,-121.6618,FALSE,2015-10-27,12.8,NA,0.799999952316284
USBR,6509,USBR Pro,38.2808,-121.6651,FALSE,2015-10-27,6.1,NA,1.19999992847443
USBR,6509,USBR 56,38.2754,-121.6616,FALSE,2015-10-27,10.7,NA,0.699999988079071
USBR,6608,USBR 16,38.0889,-121.7425,FALSE,2016-02-03,9.1,NA,3
USBR,6608,USBR 34,38.1576,-121.6856,FALSE,2016-02-03,10.4,NA,4.39999961853027
USBR,6608,USBR 44,38.2097,-121.6618,FALSE,2016-02-03,12.8,NA,4.69999980926514
USBR,6608,USBR Pro,38.2808,-121.6651,FALSE,2016-02-03,6.1,NA,3.79999995231628
USBR,6608,USBR 56,38.2754,-121.6616,FALSE,2016-02-03,10.7,NA,4
USBR,6636,USBR 16,38.0889,-121.7425,FALSE,2016-03-02,9.1,NA,1.2
USBR,6636,USBR 34,38.1576,-121.6856,FALSE,2016-03-02,10.4,NA,0.899999976158142
USBR,6636,USBR 44,38.2097,-121.6618,FALSE,2016-03-02,12.8,NA,1.79999995231628
USBR,6636,USBR Pro,38.2808,-121.6651,FALSE,2016-03-02,6.1,NA,4.59999990463257
USBR,6636,USBR 56,38.2754,-121.6616,FALSE,2016-03-02,10.7,NA,1.69999992847443
USBR,6669,USBR 16,38.0889,-121.7425,FALSE,2016-04-04,9.1,NA,2.39999985694885
USBR,6669,USBR 34,38.1576,-121.6856,FALSE,2016-04-04,10.4,NA,2.89999985694885
USBR,6669,USBR 44,38.2097,-121.6618,FALSE,2016-04-04,12.8,NA,5.59999990463257
USBR,6669,USBR Pro,38.2808,-121.6651,FALSE,2016-04-04,6.1,NA,16.5
USBR,6669,USBR 56,38.2754,-121.6616,FALSE,2016-04-04,10.7,NA,4
USBR,6693,USBR 16,38.0889,-121.7425,FALSE,2016-04-28,9.1,NA,4.09999990463257
USBR,6693,USBR 34,38.1576,-121.6856,FALSE,2016-04-28,10.4,NA,3.5
USBR,6693,USBR 44,38.2097,-121.6618,FALSE,2016-04-28,12.8,NA,6.69999980926514
USBR,6693,USBR Pro,38.2808,-121.6651,FALSE,2016-04-28,6.1,NA,11.2999992370605
USBR,6693,USBR 56,38.2754,-121.6616,FALSE,2016-04-28,10.7,NA,5.29999971389771
USBR,6733,USBR 16,38.0889,-121.7425,FALSE,2016-06-07,9.1,NA,2.5
USBR,6733,USBR 34,38.1576,-121.6856,FALSE,2016-06-07,10.4,NA,1.69999992847443
USBR,6733,USBR 44,38.2097,-121.6618,FALSE,2016-06-07,12.8,NA,2.19999980926514
USBR,6733,USBR Pro,38.2808,-121.6651,FALSE,2016-06-07,6.1,NA,10
USBR,6733,USBR 56,38.2754,-121.6616,FALSE,2016-06-07,10.7,NA,2.09999990463257
USBR,6756,USBR 16,38.0889,-121.7425,FALSE,2016-06-30,9.1,NA,6.1
USBR,6756,USBR 34,38.1576,-121.6856,FALSE,2016-06-30,10.4,NA,1.9
USBR,6756,USBR 44,38.2097,-121.6618,FALSE,2016-06-30,12.8,NA,1.4
USBR,6756,USBR Pro,38.2808,-121.6651,FALSE,2016-06-30,6.1,NA,3.6
USBR,6756,USBR 56,38.2754,-121.6616,FALSE,2016-06-30,10.7,NA,2.4
USBR,6782,USBR 16,38.0889,-121.7425,FALSE,2016-07-26,9.1,NA,3.29999995231628
USBR,6782,USBR 34,38.1576,-121.6856,FALSE,2016-07-26,10.4,NA,1.79999995231628
USBR,6782,USBR 44,38.2097,-121.6618,FALSE,2016-07-26,12.8,NA,3.09999990463257
USBR,6782,USBR 56,38.2754,-121.6616,FALSE,2016-07-26,10.7,NA,1.69999992847443
USBR,6811,USBR 16,38.0889,-121.7425,FALSE,2016-08-24,9.1,NA,11
USBR,6811,USBR 34,38.1576,-121.6856,FALSE,2016-08-24,10.4,NA,4.9
USBR,6811,USBR 44,38.2097,-121.6618,FALSE,2016-08-24,12.8,NA,2.2
USBR,6811,USBR Pro,38.2808,-121.6651,FALSE,2016-08-24,6.1,NA,5.3
USBR,6811,USBR 56,38.2754,-121.6616,FALSE,2016-08-24,10.7,NA,0.6
USBR,6847,USBR 16,38.0889,-121.7425,FALSE,2016-09-29,9.1,NA,1.4
USBR,6847,USBR 34,38.1576,-121.6856,FALSE,2016-09-29,10.4,NA,1.3
USBR,6847,USBR 44,38.2097,-121.6618,FALSE,2016-09-29,12.8,NA,1.7
USBR,6847,USBR Pro,38.2808,-121.6651,FALSE,2016-09-29,6.1,NA,2.1
USBR,6847,USBR 56,38.2754,-121.6616,FALSE,2016-09-29,10.7,NA,1.4
USBR,6875,USBR 16,38.0889,-121.7425,FALSE,2016-10-27,9.1,NA,1.5
USBR,6875,USBR 34,38.1576,-121.6856,FALSE,2016-10-27,10.4,NA,1
USBR,6875,USBR 44,38.2097,-121.6618,FALSE,2016-10-27,12.8,NA,0.3
USBR,6875,USBR Pro,38.2808,-121.6651,FALSE,2016-10-27,6.1,NA,1.6
USBR,6875,USBR 56,38.2754,-121.6616,FALSE,2016-10-27,10.7,NA,1.6
USBR,6931,USBR 16,38.0889,-121.7425,FALSE,2016-12-22,9.1,NA,3
USBR,6931,USBR 34,38.1576,-121.6856,FALSE,2016-12-22,10.4,NA,3.1
USBR,6931,USBR 44,38.2097,-121.6618,FALSE,2016-12-22,12.8,NA,3.7
USBR,6931,USBR Pro,38.2808,-121.6651,FALSE,2016-12-22,6.1,NA,6.2
USBR,6931,USBR 56,38.2754,-121.6616,FALSE,2016-12-22,10.7,NA,3
USBR,6985,USBR 16,38.0889,-121.7425,FALSE,2017-02-14,9.1,NA,7.2
USBR,6985,USBR 34,38.1576,-121.6856,FALSE,2017-02-14,10.4,NA,6.9
USBR,6985,USBR 44,38.2097,-121.6618,FALSE,2017-02-14,12.8,NA,6.7
USBR,6985,USBR Pro,38.2808,-121.6651,FALSE,2017-02-14,6.1,NA,7
USBR,6985,USBR 56,38.2754,-121.6616,FALSE,2017-02-14,10.7,NA,2.7
USBR,7012,USBR 16,38.0889,-121.7425,FALSE,2017-03-13,9.1,NA,7.1
USBR,7012,USBR 34,38.1576,-121.6856,FALSE,2017-03-13,10.4,NA,5.9
USBR,7012,USBR 44,38.2097,-121.6618,FALSE,2017-03-13,12.8,NA,11.1
USBR,7012,USBR Pro,38.2808,-121.6651,FALSE,2017-03-13,6.1,NA,20.5
USBR,7012,USBR 56,38.2754,-121.6616,FALSE,2017-03-13,10.7,NA,1.6
USBR,7035,USBR 16,38.0889,-121.7425,FALSE,2017-04-05,9.1,NA,3
USBR,7035,USBR 34,38.1576,-121.6856,FALSE,2017-04-05,10.4,NA,3.5
USBR,7035,USBR 44,38.2097,-121.6618,FALSE,2017-04-05,12.8,NA,5.2
USBR,7035,USBR Pro,38.2808,-121.6651,FALSE,2017-04-05,6.1,NA,13.4
USBR,7035,USBR 56,38.2754,-121.6616,FALSE,2017-04-05,10.7,NA,4.2
USBR,7077,USBR 16,38.0889,-121.7425,FALSE,2017-05-17,9.1,NA,0.4
USBR,7077,USBR 34,38.1576,-121.6856,FALSE,2017-05-17,10.4,NA,0.7
USBR,7077,USBR 44,38.2097,-121.6618,FALSE,2017-05-17,12.8,NA,0.1
USBR,7077,USBR Pro,38.2808,-121.6651,FALSE,2017-05-17,6.1,NA,2.1
USBR,7077,USBR 56,38.2754,-121.6616,FALSE,2017-05-17,10.7,NA,1.3
USBR,7110,USBR 16,38.0889,-121.7425,FALSE,2017-06-19,9.1,NA,0.4
USBR,7110,USBR 34,38.1576,-121.6856,FALSE,2017-06-19,10.4,NA,0.9
USBR,7110,USBR 44,38.2097,-121.6618,FALSE,2017-06-19,12.8,NA,0.9
USBR,7110,USBR Pro,38.2808,-121.6651,FALSE,2017-06-19,6.1,NA,1.4
USBR,7110,USBR 56,38.2754,-121.6616,FALSE,2017-06-19,10.7,NA,1.8
USBR,7141,USBR 16,38.0889,-121.7425,FALSE,2017-07-20,9.1,NA,1.1
USBR,7141,USBR 34,38.1576,-121.6856,FALSE,2017-07-20,10.4,NA,1.3
USBR,7141,USBR 44,38.2097,-121.6618,FALSE,2017-07-20,12.8,NA,0.9
USBR,7141,USBR Pro,38.2808,-121.6651,FALSE,2017-07-20,6.1,NA,1
USBR,7141,USBR 56,38.2754,-121.6616,FALSE,2017-07-20,10.7,NA,1.5
USBR,7176,USBR 16,38.0889,-121.7425,FALSE,2017-08-24,9.1,NA,0.8
USBR,7176,USBR 34,38.1576,-121.6856,FALSE,2017-08-24,10.4,NA,2.3
USBR,7176,USBR 44,38.2097,-121.6618,FALSE,2017-08-24,12.8,NA,0.3
USBR,7176,USBR Pro,38.2808,-121.6651,FALSE,2017-08-24,6.1,NA,1.6
USBR,7176,USBR 56,38.2754,-121.6616,FALSE,2017-08-24,10.7,NA,1.6
USBR,7209,USBR 16,38.0889,-121.7425,FALSE,2017-09-26,9.1,NA,1
USBR,7209,USBR 34,38.1576,-121.6856,FALSE,2017-09-26,10.4,NA,0.3
USBR,7209,USBR 44,38.2097,-121.6618,FALSE,2017-09-26,12.8,NA,-0.3
USBR,7209,USBR Pro,38.2808,-121.6651,FALSE,2017-09-26,6.1,NA,0.4
USBR,7209,USBR 56,38.2754,-121.6616,FALSE,2017-09-26,10.7,NA,0.4
USBR,7246,USBR 16,38.0889,-121.7425,FALSE,2017-11-02,9.1,NA,1.19999992847443
USBR,7246,USBR 34,38.1576,-121.6856,FALSE,2017-11-02,10.4,NA,0.3
USBR,7246,USBR 44,38.2097,-121.6618,FALSE,2017-11-02,12.8,NA,0.3
USBR,7246,USBR Pro,38.2808,-121.6651,FALSE,2017-11-02,6.1,NA,0.5
USBR,7246,USBR 56,38.2754,-121.6616,FALSE,2017-11-02,10.7,NA,1.1
USBR,7292,USBR 16,38.0889,-121.7425,FALSE,2017-12-18,9.1,NA,1.7
USBR,7292,USBR 34,38.1576,-121.6856,FALSE,2017-12-18,10.4,NA,2.3
USBR,7292,USBR 44,38.2097,-121.6618,FALSE,2017-12-18,12.8,NA,2
USBR,7292,USBR Pro,38.2808,-121.6651,FALSE,2017-12-18,6.1,NA,2.8
USBR,7292,USBR 56,38.2754,-121.6616,FALSE,2017-12-18,10.7,NA,1.9
USBR,7335,USBR 16,38.0889,-121.7425,FALSE,2018-01-30,9.1,NA,1.4
USBR,7335,USBR 34,38.1576,-121.6856,FALSE,2018-01-30,10.4,NA,1.6
USBR,7335,USBR 44,38.2097,-121.6618,FALSE,2018-01-30,12.8,NA,1
USBR,7335,USBR Pro,38.2808,-121.6651,FALSE,2018-01-30,6.1,NA,1.3
USBR,7335,USBR 56,38.2754,-121.6616,FALSE,2018-01-30,10.7,NA,2.3
USBR,7369,USBR 16,38.0889,-121.7425,FALSE,2018-03-05,9.1,NA,2
USBR,7369,USBR 34,38.1576,-121.6856,FALSE,2018-03-05,10.4,NA,2.8
USBR,7369,USBR 44,38.2097,-121.6618,FALSE,2018-03-05,12.8,NA,2.1
USBR,7369,USBR Pro,38.2808,-121.6651,FALSE,2018-03-05,6.1,NA,2.6
USBR,7369,USBR 56,38.2754,-121.6616,FALSE,2018-03-05,10.7,NA,1.8
USBR,7397,USBR 16,38.0889,-121.7425,FALSE,2018-04-02,9.1,NA,2.1
USBR,7397,USBR 34,38.1576,-121.6856,FALSE,2018-04-02,10.4,NA,1.8
USBR,7397,USBR 44,38.2097,-121.6618,FALSE,2018-04-02,12.8,NA,2
USBR,7397,USBR Pro,38.2808,-121.6651,FALSE,2018-04-02,6.1,NA,2.9
USBR,7397,USBR 56,38.2754,-121.6616,FALSE,2018-04-02,10.7,NA,2.8
USBR,7432,USBR 16,38.0889,-121.7425,FALSE,2018-05-07,9.1,NA,2.1
USBR,7432,USBR 34,38.1576,-121.6856,FALSE,2018-05-07,10.4,NA,1.1
USBR,7432,USBR 44,38.2097,-121.6618,FALSE,2018-05-07,12.8,NA,1.5
USBR,7432,USBR Pro,38.2808,-121.6651,FALSE,2018-05-07,6.1,NA,2
USBR,7432,USBR 56,38.2754,-121.6616,FALSE,2018-05-07,10.7,NA,1.8
USBR,7462,USBR 16,38.0889,-121.7425,FALSE,2018-06-06,9.1,NA,1.8
USBR,7462,USBR 34,38.1576,-121.6856,FALSE,2018-06-06,10.4,NA,1.5
USBR,7462,USBR 44,38.2097,-121.6618,FALSE,2018-06-06,12.8,NA,0.6
USBR,7462,USBR Pro,38.2808,-121.6651,FALSE,2018-06-06,6.1,NA,1.5
USBR,7462,USBR 56,38.2754,-121.6616,FALSE,2018-06-06,10.7,NA,0.7
USBR,7498,USBR 16,38.0889,-121.7425,FALSE,2018-07-12,9.1,NA,2.2
