"","station_wq_chl","date","latitude","longitude","chlorophyll","location"
"398","34",2015-03-09,38.1576,-121.6856,2.39999985694885,"main_below"
"399","44",2015-03-09,38.2097,-121.6618,2.39999985694885,"off_channel_below"
"400","Pro",2015-03-09,38.2808,-121.6651,7.59999990463257,"off_channel_below"
"401","16",2015-04-22,38.0889,-121.7425,3.89999985694885,"main_below"
"402","34",2015-04-22,38.1576,-121.6856,7.09999990463257,"main_below"
"403","44",2015-04-22,38.2097,-121.6618,3.59999990463257,"off_channel_below"
"404","Pro",2015-04-22,38.2808,-121.6651,3.59999990463257,"off_channel_below"
"405","16",2015-05-27,38.0889,-121.7425,3.09999990463257,"main_below"
"406","34",2015-05-27,38.1576,-121.6856,2,"main_below"
"407","44",2015-05-27,38.2097,-121.6618,1.79999995231628,"off_channel_below"
"408","Pro",2015-05-27,38.2808,-121.6651,3.59999990463257,"off_channel_below"
"409","16",2015-07-08,38.0889,-121.7425,3.19999980926514,"main_below"
"410","34",2015-07-08,38.1576,-121.6856,3.79999995231628,"main_below"
"411","44",2015-07-08,38.2097,-121.6618,2.69999980926514,"off_channel_below"
"412","Pro",2015-07-08,38.2808,-121.6651,3.89999985694885,"off_channel_below"
"413","16",2015-08-20,38.0889,-121.7425,2.59999990463257,"main_below"
"414","34",2015-08-20,38.1576,-121.6856,3.29999995231628,"main_below"
"415","44",2015-08-20,38.2097,-121.6618,2.5,"off_channel_below"
"416","Pro",2015-08-20,38.2808,-121.6651,3.5,"off_channel_below"
"417","16",2015-10-27,38.0889,-121.7425,1.79999995231628,"main_below"
"418","34",2015-10-27,38.1576,-121.6856,1,"main_below"
"419","44",2015-10-27,38.2097,-121.6618,0.799999952316284,"off_channel_below"
"420","Pro",2015-10-27,38.2808,-121.6651,1.19999992847443,"off_channel_below"
"421","16",2016-02-03,38.0889,-121.7425,3,"main_below"
"422","34",2016-02-03,38.1576,-121.6856,4.39999961853027,"main_below"
"423","44",2016-02-03,38.2097,-121.6618,4.69999980926514,"off_channel_below"
"424","Pro",2016-02-03,38.2808,-121.6651,3.79999995231628,"off_channel_below"
"425","16",2016-03-02,38.0889,-121.7425,1.2,"main_below"
"426","34",2016-03-02,38.1576,-121.6856,0.899999976158142,"main_below"
"427","44",2016-03-02,38.2097,-121.6618,1.79999995231628,"off_channel_below"
"428","Pro",2016-03-02,38.2808,-121.6651,4.59999990463257,"off_channel_below"
"429","16",2016-04-04,38.0889,-121.7425,2.39999985694885,"main_below"
"430","34",2016-04-04,38.1576,-121.6856,2.89999985694885,"main_below"
"431","44",2016-04-04,38.2097,-121.6618,5.59999990463257,"off_channel_below"
"432","Pro",2016-04-04,38.2808,-121.6651,16.5,"off_channel_below"
"433","16",2016-04-28,38.0889,-121.7425,4.09999990463257,"main_below"
"434","34",2016-04-28,38.1576,-121.6856,3.5,"main_below"
"435","44",2016-04-28,38.2097,-121.6618,6.69999980926514,"off_channel_below"
"436","Pro",2016-04-28,38.2808,-121.6651,11.2999992370605,"off_channel_below"
"437","16",2016-06-07,38.0889,-121.7425,2.5,"main_below"
"438","34",2016-06-07,38.1576,-121.6856,1.69999992847443,"main_below"
"439","44",2016-06-07,38.2097,-121.6618,2.19999980926514,"off_channel_below"
"440","Pro",2016-06-07,38.2808,-121.6651,10,"off_channel_below"
"441","16",2016-06-30,38.0889,-121.7425,6.1,"main_below"
"442","34",2016-06-30,38.1576,-121.6856,1.9,"main_below"
"443","44",2016-06-30,38.2097,-121.6618,1.4,"off_channel_below"
"444","Pro",2016-06-30,38.2808,-121.6651,3.6,"off_channel_below"
"445","16",2016-07-26,38.0889,-121.7425,3.29999995231628,"main_below"
"446","34",2016-07-26,38.1576,-121.6856,1.79999995231628,"main_below"
"447","44",2016-07-26,38.2097,-121.6618,3.09999990463257,"off_channel_below"
"448","16",2016-08-24,38.0889,-121.7425,11,"main_below"
"449","34",2016-08-24,38.1576,-121.6856,4.9,"main_below"
"450","44",2016-08-24,38.2097,-121.6618,2.2,"off_channel_below"
"451","Pro",2016-08-24,38.2808,-121.6651,5.3,"off_channel_below"
"452","16",2016-09-29,38.0889,-121.7425,1.4,"main_below"
"453","34",2016-09-29,38.1576,-121.6856,1.3,"main_below"
"454","44",2016-09-29,38.2097,-121.6618,1.7,"off_channel_below"
"455","Pro",2016-09-29,38.2808,-121.6651,2.1,"off_channel_below"
"456","16",2016-10-27,38.0889,-121.7425,1.5,"main_below"
"457","34",2016-10-27,38.1576,-121.6856,1,"main_below"
"458","44",2016-10-27,38.2097,-121.6618,0.3,"off_channel_below"
"459","Pro",2016-10-27,38.2808,-121.6651,1.6,"off_channel_below"
"460","16",2016-12-22,38.0889,-121.7425,3,"main_below"
"461","34",2016-12-22,38.1576,-121.6856,3.1,"main_below"
"462","44",2016-12-22,38.2097,-121.6618,3.7,"off_channel_below"
"463","Pro",2016-12-22,38.2808,-121.6651,6.2,"off_channel_below"
"464","16",2017-02-14,38.0889,-121.7425,7.2,"main_below"
"465","34",2017-02-14,38.1576,-121.6856,6.9,"main_below"
"466","44",2017-02-14,38.2097,-121.6618,6.7,"off_channel_below"
"467","Pro",2017-02-14,38.2808,-121.6651,7,"off_channel_below"
"468","16",2017-03-13,38.0889,-121.7425,7.1,"main_below"
"469","34",2017-03-13,38.1576,-121.6856,5.9,"main_below"
"470","44",2017-03-13,38.2097,-121.6618,11.1,"off_channel_below"
"471","Pro",2017-03-13,38.2808,-121.6651,20.5,"off_channel_below"
"472","16",2017-04-05,38.0889,-121.7425,3,"main_below"
"473","34",2017-04-05,38.1576,-121.6856,3.5,"main_below"
"474","44",2017-04-05,38.2097,-121.6618,5.2,"off_channel_below"
"475","Pro",2017-04-05,38.2808,-121.6651,13.4,"off_channel_below"
"476","16",2017-05-17,38.0889,-121.7425,0.4,"main_below"
"477","34",2017-05-17,38.1576,-121.6856,0.7,"main_below"
"478","44",2017-05-17,38.2097,-121.6618,0.1,"off_channel_below"
"479","Pro",2017-05-17,38.2808,-121.6651,2.1,"off_channel_below"
"480","16",2017-06-19,38.0889,-121.7425,0.4,"main_below"
"481","34",2017-06-19,38.1576,-121.6856,0.9,"main_below"
"482","44",2017-06-19,38.2097,-121.6618,0.9,"off_channel_below"
"483","Pro",2017-06-19,38.2808,-121.6651,1.4,"off_channel_below"
"484","16",2017-07-20,38.0889,-121.7425,1.1,"main_below"
"485","34",2017-07-20,38.1576,-121.6856,1.3,"main_below"
"486","44",2017-07-20,38.2097,-121.6618,0.9,"off_channel_below"
"487","Pro",2017-07-20,38.2808,-121.6651,1,"off_channel_below"
"488","16",2017-08-24,38.0889,-121.7425,0.8,"main_below"
"489","34",2017-08-24,38.1576,-121.6856,2.3,"main_below"
"490","44",2017-08-24,38.2097,-121.6618,0.3,"off_channel_below"
"491","Pro",2017-08-24,38.2808,-121.6651,1.6,"off_channel_below"
"492","16",2017-09-26,38.0889,-121.7425,1,"main_below"
"493","34",2017-09-26,38.1576,-121.6856,0.3,"main_below"
"494","44",2017-09-26,38.2097,-121.6618,-0.3,"off_channel_below"
"495","Pro",2017-09-26,38.2808,-121.6651,0.4,"off_channel_below"
"496","16",2017-11-02,38.0889,-121.7425,1.19999992847443,"main_below"
"497","34",2017-11-02,38.1576,-121.6856,0.3,"main_below"
"498","44",2017-11-02,38.2097,-121.6618,0.3,"off_channel_below"
"499","Pro",2017-11-02,38.2808,-121.6651,0.5,"off_channel_below"
"500","16",2017-12-18,38.0889,-121.7425,1.7,"main_below"
"501","34",2017-12-18,38.1576,-121.6856,2.3,"main_below"
"502","44",2017-12-18,38.2097,-121.6618,2,"off_channel_below"
"503","Pro",2017-12-18,38.2808,-121.6651,2.8,"off_channel_below"
"504","16",2018-01-30,38.0889,-121.7425,1.4,"main_below"
"505","34",2018-01-30,38.1576,-121.6856,1.6,"main_below"
"506","44",2018-01-30,38.2097,-121.6618,1,"off_channel_below"
"507","Pro",2018-01-30,38.2808,-121.6651,1.3,"off_channel_below"
"508","16",2018-03-05,38.0889,-121.7425,2,"main_below"
"509","34",2018-03-05,38.1576,-121.6856,2.8,"main_below"
"510","44",2018-03-05,38.2097,-121.6618,2.1,"off_channel_below"
"511","Pro",2018-03-05,38.2808,-121.6651,2.6,"off_channel_below"
"512","16",2018-04-02,38.0889,-121.7425,2.1,"main_below"
"513","34",2018-04-02,38.1576,-121.6856,1.8,"main_below"
"514","44",2018-04-02,38.2097,-121.6618,2,"off_channel_below"
"515","Pro",2018-04-02,38.2808,-121.6651,2.9,"off_channel_below"
"516","16",2018-05-07,38.0889,-121.7425,2.1,"main_below"
"517","34",2018-05-07,38.1576,-121.6856,1.1,"main_below"
"518","44",2018-05-07,38.2097,-121.6618,1.5,"off_channel_below"
"519","Pro",2018-05-07,38.2808,-121.6651,2,"off_channel_below"
"520","16",2018-06-06,38.0889,-121.7425,1.8,"main_below"
"521","34",2018-06-06,38.1576,-121.6856,1.5,"main_below"
"522","44",2018-06-06,38.2097,-121.6618,0.6,"off_channel_below"
"523","Pro",2018-06-06,38.2808,-121.6651,1.5,"off_channel_below"
"524","16",2018-07-12,38.0889,-121.7425,2.2,"main_below"
"525","34",2018-07-12,38.1576,-121.6856,0.4,"main_below"
"526","44",2018-07-12,38.2097,-121.6618,0.9,"off_channel_below"
"527","Pro",2018-07-12,38.2808,-121.6651,2,"off_channel_below"
"528","16",2018-08-16,38.0889,-121.7425,2.50244140625,"main_below"
"529","34",2018-08-16,38.1576,-121.6856,4.69999980926514,"main_below"
"530","44",2018-08-16,38.2097,-121.6618,1.19999992847443,"off_channel_below"
"531","Pro",2018-08-16,38.2808,-121.6651,1.39999997615814,"off_channel_below"
"532","16",2018-09-19,38.0889,-121.7425,1.4,"main_below"
"533","34",2018-09-19,38.1576,-121.6856,1.5,"main_below"
"534","44",2018-09-19,38.2097,-121.6618,1.4,"off_channel_below"
"535","Pro",2018-09-19,38.2808,-121.6651,3.7,"off_channel_below"
"536","16",2018-10-18,38.0889,-121.7425,1.1,"main_below"
"537","34",2018-10-18,38.1576,-121.6856,0.4,"main_below"
"538","44",2018-10-18,38.2097,-121.6618,0.4,"off_channel_below"
"539","Pro",2018-10-18,38.2808,-121.6651,2.1,"off_channel_below"
"540","16",2018-12-20,38.0889,-121.7425,0.3,"main_below"
"541","34",2018-12-20,38.1576,-121.6856,0.2,"main_below"
"542","44",2018-12-20,38.2097,-121.6618,0.3,"off_channel_below"
"543","Pro",2018-12-20,38.2808,-121.6651,1.2,"off_channel_below"
"544","16",2019-01-30,38.0889,-121.7425,2.8,"main_below"
"545","34",2019-01-30,38.1576,-121.6856,2.5,"main_below"
"546","44",2019-01-30,38.2097,-121.6618,2.1,"off_channel_below"
"547","Pro",2019-01-30,38.2808,-121.6651,4.4,"off_channel_below"
"548","16",2019-02-28,38.0889,-121.7425,3.3,"main_below"
"549","34",2019-02-28,38.1576,-121.6856,5.9,"main_below"
"550","44",2019-02-28,38.2097,-121.6618,10.2,"off_channel_below"
"551","Pro",2019-02-28,38.2808,-121.6651,18.8,"off_channel_below"
"552","16",2019-03-28,38.0889,-121.7425,9,"main_below"
"553","34",2019-03-28,38.1576,-121.6856,3.5,"main_below"
"554","44",2019-03-28,38.2097,-121.6618,5.9,"off_channel_below"
"555","Pro",2019-03-28,38.2808,-121.6651,10.5,"off_channel_below"
"556","16",2019-04-24,38.0889,-121.7425,1.7,"main_below"
"557","34",2019-04-24,38.1576,-121.6856,2,"main_below"
"558","44",2019-04-24,38.2097,-121.6618,2.9,"off_channel_below"
"559","Pro",2019-04-24,38.2808,-121.6651,5.8,"off_channel_below"
"560","16",2019-05-29,38.0889,-121.7425,1.2,"main_below"
"561","34",2019-05-29,38.1576,-121.6856,2.2,"main_below"
"562","44",2019-05-29,38.2097,-121.6618,1.4,"off_channel_below"
"563","Pro",2019-05-29,38.2808,-121.6651,3.8,"off_channel_below"
"564","16",2019-06-27,38.0889,-121.7425,1.4,"main_below"
"565","34",2019-06-27,38.1576,-121.6856,1.2,"main_below"
"566","44",2019-06-27,38.2097,-121.6618,1.5,"off_channel_below"
"567","Pro",2019-06-27,38.2808,-121.6651,2.4,"off_channel_below"
"568","16",2019-07-30,38.0889,-121.7425,4.8,"main_below"
"569","34",2019-07-30,38.1576,-121.6856,1.4,"main_below"
"570","44",2019-07-30,38.2097,-121.6618,1.4,"off_channel_below"
"571","Pro",2019-07-30,38.2808,-121.6651,3,"off_channel_below"
"572","16",2019-08-27,38.0889,-121.7425,1.7,"main_below"
"573","34",2019-08-27,38.1576,-121.6856,1.2,"main_below"
"574","44",2019-08-27,38.2097,-121.6618,1.8,"off_channel_below"
"575","Pro",2019-08-27,38.2808,-121.6651,2.4,"off_channel_below"
"576","16",2019-10-22,38.0889,-121.7425,0.4,"main_below"
"577","34",2019-10-22,38.1576,-121.6856,1.1,"main_below"
"578","44",2019-10-22,38.2097,-121.6618,0.7,"off_channel_below"
"579","Pro",2019-10-22,38.2808,-121.6651,1,"off_channel_below"
"580","653",2014-10-15,38.105,-121.72,3,"main_below"
"581","653",2014-11-18,38.105,-121.72,2.2,"main_below"
"582","653",2015-02-18,38.105,-121.72,1.7,"main_below"
"583","653",2015-03-17,38.105,-121.72,5.1,"main_below"
"584","653",2015-04-21,38.105,-121.72,14.7,"main_below"
"585","653",2015-05-19,38.105,-121.72,3.1,"main_below"
"586","653",2015-08-26,38.105,-121.72,2.2,"main_below"
"587","653",2015-09-24,38.105,-121.72,2.9,"main_below"
"588","653",2015-10-15,38.105,-121.72,2.7,"main_below"
"589","653",2015-12-16,38.105,-121.72,8.2,"main_below"
"590","653",2016-02-10,38.105,-121.72,1.9,"main_below"
"591","653",2016-03-09,38.105,-121.72,3.5,"main_below"
"592","653",2016-08-24,38.105,-121.72,28.3,"main_below"
"593","653",2016-09-20,38.105,-121.72,1.7,"main_below"
"594","653",2016-10-18,38.105,-121.72,1.7,"main_below"
"595","653",2016-12-13,38.105,-121.72,1.9,"main_below"
"596","653",2017-04-18,38.105,-121.72,8,"main_below"
"597","653",2017-06-22,38.105,-121.72,2.6,"main_below"
"598","653",2017-07-25,38.105,-121.72,2.6,"main_below"
"599","657",1998-01-06,38.151667,-121.688333,1.9,"main_below"
"600","657",1998-02-18,38.151667,-121.688333,1.3,"main_below"
"601","657",1998-03-17,38.151667,-121.688333,12.6,"main_below"
"602","657",1998-04-14,38.151667,-121.688333,12.7,"main_below"
"603","657",1998-05-19,38.151667,-121.688333,2.1,"main_below"
"604","657",1998-06-17,38.151667,-121.688333,2.2,"main_below"
"605","657",1998-07-21,38.151667,-121.688333,2.6,"main_below"
"606","657",1998-08-11,38.151667,-121.688333,2.7,"main_below"
"607","657",1998-11-10,38.151667,-121.688333,1.5,"main_below"
"608","657",1999-01-21,38.151667,-121.688333,2.7,"main_below"
"609","657",1999-02-10,38.151667,-121.688333,2.2,"main_below"
"610","657",1999-03-09,38.151667,-121.688333,3.3,"main_below"
"611","657",1999-05-07,38.151667,-121.688333,4.8,"main_below"
"612","657",1999-06-07,38.151667,-121.688333,2.5,"main_below"
"613","657",1999-08-17,38.151667,-121.688333,3,"main_below"
"614","657",1999-09-14,38.151667,-121.688333,3.2,"main_below"
"615","657",1999-10-19,38.151667,-121.688333,1.9,"main_below"
"616","657",1999-11-10,38.151667,-121.688333,1.3,"main_below"
"617","657",1999-12-14,38.151667,-121.688333,1.2,"main_below"
"618","657",2000-01-11,38.151667,-121.688333,2.1,"main_below"
"619","657",2000-02-08,38.151667,-121.688333,1.5,"main_below"
"620","657",2000-03-07,38.151667,-121.688333,1.7,"main_below"
"621","657",2000-04-04,38.151667,-121.688333,3.3,"main_below"
"622","657",2000-05-16,38.151667,-121.688333,1.9,"main_below"
"623","657",2000-06-13,38.151667,-121.688333,2.8,"main_below"
"624","657",2000-07-11,38.151667,-121.688333,2,"main_below"
"625","657",2000-08-08,38.151667,-121.688333,2.3,"main_below"
"626","657",2000-09-05,38.151667,-121.688333,2.1,"main_below"
"627","657",2000-10-10,38.151667,-121.688333,1.3,"main_below"
"628","657",2000-11-07,38.151667,-121.688333,1.5,"main_below"
"629","657",2000-12-12,38.151667,-121.688333,1.4,"main_below"
"630","657",2001-02-06,38.151667,-121.688333,1.9,"main_below"
"631","657",2001-02-26,38.151667,-121.688333,1.8,"main_below"
"632","657",2001-03-27,38.151667,-121.688333,2.4,"main_below"
"633","657",2001-04-24,38.151667,-121.688333,3.7,"main_below"
"634","657",2001-05-24,38.151667,-121.688333,4.2,"main_below"
"635","657",2001-06-19,38.151667,-121.688333,3.4,"main_below"
"636","657",2001-07-17,38.151667,-121.688333,4.1,"main_below"
"637","657",2001-09-11,38.151667,-121.688333,3.4,"main_below"
"638","657",2001-11-27,38.151667,-121.688333,2.8,"main_below"
"639","657",2002-01-22,38.151667,-121.688333,5.9,"main_below"
"640","657",2002-03-19,38.151667,-121.688333,5.7,"main_below"
"641","657",2002-04-16,38.151667,-121.688333,12,"main_below"
"642","657",2002-05-07,38.151667,-121.688333,8.9,"main_below"
"643","657",2002-07-16,38.151667,-121.688333,4.8,"main_below"
"644","657",2002-08-20,38.151667,-121.688333,2.5,"main_below"
"645","657",2002-09-10,38.151667,-121.688333,7.8,"main_below"
"646","657",2002-10-08,38.151667,-121.688333,3.8,"main_below"
"647","657",2002-11-13,38.151667,-121.688333,2.9,"main_below"
"648","657",2002-12-10,38.151667,-121.688333,2.3,"main_below"
"649","657",2003-01-07,38.151667,-121.688333,0.9,"main_below"
"650","657",2003-02-19,38.151667,-121.688333,2.3,"main_below"
"651","657",2003-05-20,38.151667,-121.688333,5.3,"main_below"
"652","657",2003-06-17,38.151667,-121.688333,3.6,"main_below"
"653","657",2003-07-15,38.151667,-121.688333,3.3,"main_below"
"654","657",2003-08-12,38.151667,-121.688333,3,"main_below"
"655","657",2003-09-09,38.151667,-121.688333,3.6,"main_below"
"656","657",2003-10-15,38.151667,-121.688333,3.1,"main_below"
"657","657",2003-11-18,38.151667,-121.688333,2.3,"main_below"
"658","657",2003-12-16,38.151667,-121.688333,1.7,"main_below"
"659","657",2004-01-13,38.151667,-121.688333,1.2,"main_below"
"660","657",2004-02-10,38.151667,-121.688333,1.8,"main_below"
"661","657",2004-03-09,38.151667,-121.688333,5.1,"main_below"
"662","657",2004-04-20,38.151667,-121.688333,3,"main_below"
"663","657",2004-05-18,38.151667,-121.688333,3.7,"main_below"
"664","657",2004-06-22,38.151667,-121.688333,4.2,"main_below"
"665","657",2004-07-27,38.151667,-121.688333,2.5,"main_below"
"666","657",2004-08-24,38.151667,-121.688333,2.4,"main_below"
"667","657",2004-09-14,38.151667,-121.688333,3.8,"main_below"
"668","657",2004-12-14,38.151667,-121.688333,2.1,"main_below"
"669","657",2005-01-11,38.151667,-121.688333,1.1,"main_below"
"670","657",2005-02-23,38.151667,-121.688333,1.9,"main_below"
"671","657",2005-03-22,38.151667,-121.688333,3.3,"main_below"
"672","657",2005-04-12,38.151667,-121.688333,4,"main_below"
"673","657",2005-05-10,38.151667,-121.688333,2.8,"main_below"
"674","657",2005-09-07,38.151667,-121.688333,2.4,"main_below"
"675","657",2005-10-12,38.151667,-121.688333,1.5,"main_below"
"676","657",2005-11-08,38.151667,-121.688333,0.9,"main_below"
"677","657",2006-01-10,38.151667,-121.688333,1,"main_below"
"678","657",2006-02-14,38.151667,-121.688333,4.2,"main_below"
"679","657",2006-03-15,38.151667,-121.688333,3.1,"main_below"
"680","657",2006-04-11,38.151667,-121.688333,3.7,"main_below"
"681","657",2006-08-15,38.151667,-121.688333,3.4,"main_below"
"682","657",2006-09-12,38.151667,-121.688333,4,"main_below"
"683","657",2006-10-17,38.151667,-121.688333,1.4,"main_below"
"684","657",2006-11-14,38.151667,-121.688333,1.5,"main_below"
"685","657",2006-12-12,38.151667,-121.688333,2.6,"main_below"
"686","657",2007-01-09,38.151667,-121.688333,2.1,"main_below"
"687","657",2007-02-06,38.151667,-121.688333,4.6,"main_below"
"688","657",2007-03-06,38.151667,-121.688333,2.3,"main_below"
"689","657",2007-04-03,38.151667,-121.688333,2.4,"main_below"
"690","657",2007-09-11,38.151667,-121.688333,2.6,"main_below"
"691","657",2007-10-23,38.151667,-121.688333,2.5,"main_below"
"692","657",2007-11-14,38.151667,-121.688333,3.9,"main_below"
"693","657",2007-12-11,38.151667,-121.688333,1.2,"main_below"
"694","657",2008-03-11,38.151667,-121.688333,1.4,"main_below"
"695","657",2008-05-06,38.151667,-121.688333,2.8,"main_below"
"696","657",2008-06-17,38.151667,-121.688333,3.3,"main_below"
"697","657",2008-07-15,38.151667,-121.688333,3.5,"main_below"
"698","657",2008-08-19,38.151667,-121.688333,4.2,"main_below"
"699","657",2008-09-16,38.151667,-121.688333,2.9,"main_below"
"700","657",2008-10-15,38.151667,-121.688333,2.1,"main_below"
"701","657",2008-11-18,38.151667,-121.688333,1.2,"main_below"
"702","657",2008-12-16,38.151667,-121.688333,1.9,"main_below"
"703","657",2009-01-13,38.151667,-121.688333,2.8,"main_below"
"704","657",2009-02-10,38.151667,-121.688333,2.7,"main_below"
"705","657",2009-03-12,38.151667,-121.688333,1.7,"main_below"
"706","657",2009-04-16,38.151667,-121.688333,1.9,"main_below"
"707","657",2009-05-19,38.151667,-121.688333,1.8,"main_below"
"708","657",2009-06-23,38.151667,-121.688333,3.7,"main_below"
"709","657",2009-07-21,38.151667,-121.688333,3.2,"main_below"
"710","657",2009-08-27,38.151667,-121.688333,2.3,"main_below"
"711","657",2009-09-22,38.151667,-121.688333,3.8,"main_below"
"712","657",2009-10-29,38.151667,-121.688333,1.7,"main_below"
"713","657",2009-11-18,38.151667,-121.688333,2,"main_below"
"714","657",2009-12-03,38.151667,-121.688333,1.8,"main_below"
"715","657",2010-01-05,38.151667,-121.688333,1.6,"main_below"
"716","657",2010-02-23,38.151667,-121.688333,2.8,"main_below"
"717","657",2010-03-30,38.151667,-121.688333,1.8,"main_below"
"718","657",2010-04-13,38.151667,-121.688333,1.5,"main_below"
"719","657",2010-05-20,38.151667,-121.688333,1.3,"main_below"
"720","657",2010-06-15,38.151667,-121.688333,2.4,"main_below"
"721","657",2010-07-13,38.151667,-121.688333,3.2,"main_below"
"722","657",2010-08-17,38.151667,-121.688333,2.8,"main_below"
"723","657",2010-09-14,38.151667,-121.688333,2.8,"main_below"
"724","657",2010-10-26,38.151667,-121.688333,1.4,"main_below"
"725","657",2010-12-16,38.151667,-121.688333,2.6,"main_below"
"726","657",2011-01-11,38.151667,-121.688333,1.4,"main_below"
"727","657",2011-02-09,38.151667,-121.688333,2.3,"main_below"
"728","657",2011-03-29,38.151667,-121.688333,2,"main_below"
"729","657",2011-04-19,38.151667,-121.688333,6.2,"main_below"
"730","657",2011-06-14,38.151667,-121.688333,2.6,"main_below"
"731","657",2011-07-12,38.151667,-121.688333,1.6,"main_below"
"732","657",2011-08-16,38.151667,-121.688333,2.6,"main_below"
"733","657",2011-09-20,38.151667,-121.688333,3.2,"main_below"
"734","657",2011-10-18,38.151667,-121.688333,6.5,"main_below"
"735","657",2011-11-15,38.151667,-121.688333,2.4,"main_below"
"736","657",2012-01-10,38.151667,-121.688333,2.5,"main_below"
"737","657",2012-03-20,38.151667,-121.688333,2.7,"main_below"
"738","657",2012-04-11,38.151667,-121.688333,1.3,"main_below"
"739","657",2012-05-23,38.151667,-121.688333,1.7,"main_below"
"740","657",2012-06-19,38.151667,-121.688333,1.8,"main_below"
"741","657",2012-07-17,38.151667,-121.688333,2.2,"main_below"
"742","657",2012-08-07,38.151667,-121.688333,1.8,"main_below"
"743","657",2012-09-11,38.151667,-121.688333,1.8,"main_below"
"744","657",2012-10-03,38.151667,-121.688333,30.5,"main_below"
"745","657",2012-11-06,38.151667,-121.688333,1.1,"main_below"
"746","657",2012-12-04,38.151667,-121.688333,2.4,"main_below"
"747","657",2013-01-15,38.151667,-121.688333,2,"main_below"
"748","657",2013-02-26,38.151667,-121.688333,2.3,"main_below"
"749","657",2013-03-26,38.151667,-121.688333,4,"main_below"
"750","657",2013-04-23,38.151667,-121.688333,5.6,"main_below"
"751","657",2013-07-23,38.151667,-121.688333,2.7,"main_below"
"752","657",2013-08-28,38.151667,-121.688333,1.4,"main_below"
"753","657",2013-09-26,38.151667,-121.688333,1.8,"main_below"
"754","657",2013-10-25,38.151667,-121.688333,1.5,"main_below"
"755","657",2013-11-19,38.151667,-121.688333,2.5,"main_below"
"756","657",2013-12-03,38.151667,-121.688333,1.8,"main_below"
"757","657",2014-01-14,38.151667,-121.688333,3.5,"main_below"
"758","657",2014-02-11,38.151667,-121.688333,5.3,"main_below"
"759","657",2014-03-11,38.151667,-121.688333,2.3,"main_below"
"760","657",2014-06-10,38.151667,-121.688333,3.5,"main_below"
"761","657",2014-07-15,38.151667,-121.688333,2.7,"main_below"
"762","657",2014-08-12,38.151667,-121.688333,2.8,"main_below"
"763","657",2014-09-16,38.151667,-121.688333,3.8,"main_below"
"764","657",2014-10-15,38.151667,-121.688333,2.9,"main_below"
"765","657",2014-11-18,38.151667,-121.688333,1.7,"main_below"
"766","657",2015-01-22,38.151667,-121.688333,0.9,"main_below"
"767","657",2015-02-18,38.151667,-121.688333,1.6,"main_below"
"768","657",2015-03-17,38.151667,-121.688333,3.4,"main_below"
"769","657",2015-04-21,38.151667,-121.688333,4.4,"main_below"
"770","657",2015-05-19,38.151667,-121.688333,2.1,"main_below"
"771","657",2015-07-21,38.151667,-121.688333,5.1,"main_below"
"772","657",2015-08-26,38.151667,-121.688333,2.1,"main_below"
"773","657",2015-09-24,38.151667,-121.688333,2.8,"main_below"
"774","657",2015-10-15,38.151667,-121.688333,2.9,"main_below"
"775","657",2016-02-10,38.151667,-121.688333,1.9,"main_below"
"776","657",2016-03-09,38.151667,-121.688333,3.4,"main_below"
"777","657",2016-08-24,38.151667,-121.688333,12.5,"main_below"
"778","657",2016-09-20,38.151667,-121.688333,1.2,"main_below"
"779","657",2016-10-18,38.151667,-121.688333,1.1,"main_below"
"780","657",2016-12-13,38.151667,-121.688333,1.5,"main_below"
"781","657",2017-03-21,38.151667,-121.688333,4.5,"main_below"
"782","657",2017-04-18,38.151667,-121.688333,7.1,"main_below"
"783","657",2017-06-22,38.151667,-121.688333,2.4,"main_below"
"784","657",2017-07-25,38.151667,-121.688333,0.5,"main_below"
"785","657",2017-08-22,38.151667,-121.688333,2.3,"main_below"
"786","657",2017-09-19,38.151667,-121.688333,2.3,"main_below"
"787","657",2017-10-18,38.151667,-121.688333,2.5,"main_below"
"788","657",2017-11-14,38.151667,-121.688333,1.5,"main_below"
"789","657",2017-12-06,38.151667,-121.688333,1.4,"main_below"
"790","657",2018-01-10,38.151667,-121.688333,3.3,"main_below"
"791","657",2018-02-07,38.151667,-121.688333,2.2,"main_below"
"792","657",2018-03-15,38.151667,-121.688333,1.4,"main_below"
"793","657",2018-04-18,38.151667,-121.688333,2.2,"main_below"
"794","657",2018-05-07,38.151667,-121.688333,1.2,"main_below"
"795","657",2018-06-11,38.151667,-121.688333,1.6,"main_below"
"796","657",2018-07-12,38.151667,-121.688333,2.3,"main_below"
"797","657",2018-08-14,38.151667,-121.688333,1.4,"main_below"
"798","657",2018-09-18,38.151667,-121.688333,1.2,"main_below"
"799","657",2018-10-17,38.151667,-121.688333,1.8,"main_below"
"800","657",2018-12-05,38.151667,-121.688333,1.2,"main_below"
"801","657",2019-02-20,38.151667,-121.688333,2.2,"main_below"
"802","657",2019-03-20,38.151667,-121.688333,12.6,"main_below"
"803","657",2019-04-25,38.151667,-121.688333,4.5,"main_below"
"804","657",2019-05-14,38.151667,-121.688333,2.8,"main_below"
"805","657",2019-06-04,38.151667,-121.688333,1.4,"main_below"
"806","657",2019-07-01,38.151667,-121.688333,1.4,"main_below"
"807","657",2019-08-01,38.151667,-121.688333,1.9,"main_below"
