DataOwner,DataStatus,LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes,ResultRejected
330,1000 - Data Not Validated by Owner,Knagg's Ranch below Knight's Landing Ridge Cut,Knagg's Ranch,A0D84151387,EA1013B2349,10/1/2013 11:05,Volatile Suspended Solids,0,5,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Knagg's Ranch below Knight's Landing Ridge Cut,Knagg's Ranch,A0D84151387,EA1013B2349,10/1/2013 11:05,Dissolved Total Kjeldahl Nitrogen,0,0.4,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Knagg's Ranch below Knight's Landing Ridge Cut,Knagg's Ranch,A0D84151387,EA1013B2349,10/1/2013 11:05,Total Kjeldahl Nitrogen,0,0.6,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Knagg's Ranch below Knight's Landing Ridge Cut,Knagg's Ranch,A0D84151387,EA1013B2349,10/1/2013 11:05,Dissolved ortho-Phosphate,14265442,0.09,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Dissolved Calcium,7440702,22,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Dissolved Chloride,16887006,33,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Chlorophyll a,479618,6.3,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Dissolved Nitrate + Nitrite,0,0.14,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Dissolved Organic Carbon,7440440,3.6,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Total Organic Carbon,7440440,3.9,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Dissolved Organic Nitrogen,7727379,0.3,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Pheophytin a,0,1.77,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Total Phosphorus,7723140,0.15,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Dissolved Silica (SiO2),7631869,19.2,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Total Dissolved Solids,0,237,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Total Suspended Solids,0,34,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Volatile Suspended Solids,0,2,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Dissolved Total Kjeldahl Nitrogen,0,0.3,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Total Kjeldahl Nitrogen,0,0.5,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Below Base of Toe Drain in Prospect Slough,BL5 -Below Toe Drain,B9D81651399,EA1013B2364,10/1/2013 11:32,Dissolved ortho-Phosphate,14265442,0.1,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Liberty at Approx Center South End,Liberty at S End,B9D81450411,EA1013B2366,10/1/2013 11:50,Chlorophyll a,479618,1.93,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,EA1013B2354,10/1/2013 11:50,Chlorophyll a,479618,14.31,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,EA1013B2354,10/1/2013 11:50,Pheophytin a,0,2.58,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Liberty at Approx Center South End,Liberty at S End,B9D81450411,EA1013B2366,10/1/2013 11:50,Pheophytin a,0,0.89,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Dissolved Ammonia,7664417,0.2,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Dissolved Calcium,7440702,12,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Dissolved Chloride,16887006,10,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Chlorophyll a,479618,1.59,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Dissolved Nitrate + Nitrite,0,0.29,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Dissolved Organic Carbon,7440440,2,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Total Organic Carbon,7440440,2,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Dissolved Organic Nitrogen,7727379,<0.1,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Pheophytin a,0,0.8,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Total Phosphorus,7723140,0.08,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Dissolved Silica (SiO2),7631869,19.6,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Total Dissolved Solids,0,115,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Total Suspended Solids,0,7,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Volatile Suspended Solids,0,<1,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Dissolved Total Kjeldahl Nitrogen,0,<0.1,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Total Kjeldahl Nitrogen,0,0.5,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Cache Slough at Ryer Island,RYI - Cache Slough,B9D81281402,EA1013B2368,10/1/2013 12:00,Dissolved ortho-Phosphate,14265442,0.08,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Vieira's,SRV - Vieira's,B9D81040386,EA1013B2370,10/1/2013 12:19,Chlorophyll a,479618,1.43,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Vieira's,SRV - Vieira's,B9D81040386,EA1013B2370,10/1/2013 12:19,Pheophytin a,0,0.42,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Dissolved Ammonia,7664417,0.23,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Dissolved Calcium,7440702,12,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Dissolved Chloride,16887006,9,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Chlorophyll a,479618,1.77,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Dissolved Nitrate + Nitrite,0,0.07,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Dissolved Organic Carbon,7440440,1.9,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Total Organic Carbon,7440440,1.9,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Dissolved Organic Nitrogen,7727379,0.1,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Pheophytin a,0,0.79,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Total Phosphorus,7723140,0.07,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Dissolved Silica (SiO2),7631869,19.6,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Total Dissolved Solids,0,65,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Total Suspended Solids,0,7,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Total Suspended Solids,0,7,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Volatile Suspended Solids,0,<1,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Volatile Suspended Solids,0,<1,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Dissolved Total Kjeldahl Nitrogen,0,0.4,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Total Kjeldahl Nitrogen,0,0.4,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Sacramento River at Rio Vista Bridge,RVB - Rio Vista,B9D80960412,EA1013B2372,10/1/2013 12:30,Dissolved ortho-Phosphate,14265442,0.07,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Dissolved Calcium,7440702,34,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Dissolved Chloride,16887006,48,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Chlorophyll a,479618,16.02,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Dissolved Nitrate + Nitrite,0,1.08,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Dissolved Organic Carbon,7440440,4.4,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Total Organic Carbon,7440440,4.7,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Dissolved Organic Nitrogen,7727379,0.5,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Pheophytin a,0,4.02,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Total Phosphorus,7723140,0.23,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Dissolved Silica (SiO2),7631869,21.2,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Total Dissolved Solids,0,374,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Total Suspended Solids,0,56,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Volatile Suspended Solids,0,6,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Dissolved Total Kjeldahl Nitrogen,0,0.5,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Total Kjeldahl Nitrogen,0,0.7,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,1000 - Data Not Validated by Owner,Toe Drain at Interstate 80,Toe Drain@ I-80,A0D83441350,EA1013B2356,10/1/2013 13:00,Dissolved ortho-Phosphate,14265442,0.17,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Dissolved Ammonia,7664417,0.02,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Dissolved Calcium,7440702,35,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Dissolved Chloride,16887006,46,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Chlorophyll a,479618,11.11,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Dissolved Nitrate + Nitrite,0,0.44,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Dissolved Organic Carbon,7440440,4.9,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Total Organic Carbon,7440440,5.2,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Dissolved Organic Nitrogen,7727379,0.4,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) DWRMod [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Pheophytin a,0,5.04,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Total Phosphorus,7723140,0.18,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Dissolved Silica (SiO2),7631869,21.2,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Total Dissolved Solids,0,378,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Total Suspended Solids,0,38,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
330,"3000 - Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,EA1013B2358,10/1/2013 13:30,Volatile Suspended Solids,0,3,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
