Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
155,Bryte (experimental),Sacramento Valley,2/10/2002,041,,N,0.00, ,160, ,0.9, ,18.9, ,3.0, ,9.9, ,97, ,40, ,71, ,4.9, ,0.8, ,71.2, ,8.7, 
155,Bryte (experimental),Sacramento Valley,2/11/2002,042,,N,0.00, ,158, ,0.9, ,18.5, ,4.1, ,10.6, ,96, ,38, ,70, ,5.3, ,0.9, ,76.9, ,9.3, 
155,Bryte (experimental),Sacramento Valley,2/12/2002,043,,N,0.00, ,156, ,0.9, ,19.0, ,4.3, ,11.3, ,95, ,44, ,69, ,5.7, ,0.8, ,65.9, ,9.7, 
155,Bryte (experimental),Sacramento Valley,2/13/2002,044,,N,0.90, ,41, ,1.1, ,11.9, ,8.9, ,10.5, ,94, ,73, ,85, ,8.1, ,1.1, ,98.8, ,10.1, 
155,Bryte (experimental),Sacramento Valley,2/14/2002,045,,N,0.00, ,156, ,1.1, ,18.6, ,6.4, ,12.2, ,95, ,58, ,79, ,8.7, ,1.1, ,94.7, ,11.1, 
155,Bryte (experimental),Sacramento Valley,2/15/2002,046,,N,0.00, ,69, ,1.0, ,14.7, ,7.0, ,10.5, ,93, ,63, ,78, ,6.8, ,1.3, ,114.1, ,10.4, 
155,Bryte (experimental),Sacramento Valley,2/16/2002,047,,N,7.50, ,122, ,1.0, ,15.8, ,6.9, ,10.8, ,93, ,58, ,74, ,6.4, ,1.2, ,105.7, ,11.0, 
155,Bryte (experimental),Sacramento Valley,2/17/2002,048,,N,1.80, ,105, ,0.9, ,13.2, ,6.6, ,9.2, ,96, ,60, ,81, ,6.0, ,1.1, ,92.7, ,10.7, 
155,Bryte (experimental),Sacramento Valley,2/18/2002,049,,N,0.00, ,142, ,1.0, ,14.8, ,6.0, ,10.3, ,93, ,56, ,76, ,6.3, ,1.4, ,120.0, ,10.8, 
155,Bryte (experimental),Sacramento Valley,2/19/2002,050,,N,4.40,H,33, ,1.1, ,12.5, ,8.7, ,10.5, ,94, ,83, ,90, ,8.9, ,2.5, ,213.1, ,10.7, 
155,Bryte (experimental),Sacramento Valley,2/20/2002,051,,N,0.00, ,113, ,1.4, ,20.0, ,11.1, ,14.5, ,95, ,66, ,83, ,11.6, ,1.7, ,147.7, ,12.8, 
155,Bryte (experimental),Sacramento Valley,2/21/2002,052,,N,0.10, ,140, ,1.3, ,20.8, ,8.4, ,13.4, ,99, ,63, ,87, ,11.3, ,0.8, ,72.3, ,13.1, 
155,Bryte (experimental),Sacramento Valley,2/22/2002,053,,N,0.20, ,141, ,1.3, ,21.8, ,8.0, ,13.2, ,99, ,58, ,85, ,10.8, ,1.5, ,128.2, ,13.5, 
155,Bryte (experimental),Sacramento Valley,2/23/2002,054,,N,0.00, ,166, ,1.1, ,16.6, ,7.7, ,12.1, ,93, ,53, ,75, ,7.8, ,1.6, ,141.5, ,12.9, 
155,Bryte (experimental),Sacramento Valley,2/24/2002,055,,N,0.00, ,187, ,1.0, ,19.4, ,4.5, ,11.7, ,98, ,47, ,73, ,7.0, ,1.4, ,121.9, ,11.8, 
155,Bryte (experimental),Sacramento Valley,2/25/2002,056,,N,0.00, ,191, ,1.0, ,20.7, ,5.1, ,12.4, ,97, ,36, ,68, ,6.6, ,0.8, ,69.8, ,12.0, 
155,Bryte (experimental),Sacramento Valley,2/26/2002,057,,N,0.00, ,176, ,1.1, ,21.6, ,6.2, ,13.2, ,96, ,36, ,69, ,7.7, ,0.9, ,80.4, ,12.3, 
155,Bryte (experimental),Sacramento Valley,2/27/2002,058,,N,0.00, ,187, ,0.9, ,23.3, ,6.1, ,14.2, ,88, ,30, ,58, ,6.0, ,1.0, ,86.2, ,12.6, 
155,Bryte (experimental),Sacramento Valley,2/28/2002,059,,N,0.00, ,196, ,0.8, ,21.9, ,6.3, ,13.5, ,95, ,20, ,49, ,3.2, ,2.1, ,181.7, ,12.3, 
155,Bryte (experimental),Sacramento Valley,3/1/2002,060,,N,0.00, ,201, ,0.4, ,18.0, ,4.5, ,10.9, ,52, ,22, ,34, ,-4.5, ,3.9, ,333.1, ,10.9, 
155,Bryte (experimental),Sacramento Valley,3/2/2002,061,,N,0.00, ,205, ,0.6, ,19.2, ,3.3, ,11.3, ,63, ,23, ,42, ,-1.2, ,1.4, ,120.7, ,11.0, 
155,Bryte (experimental),Sacramento Valley,3/3/2002,062,,N,0.00, ,198, ,0.8, ,19.5, ,3.4, ,11.3, ,91, ,29, ,58, ,3.3, ,0.8, ,72.5, ,11.6, 
155,Bryte (experimental),Sacramento Valley,3/4/2002,063,,N,0.00, ,198, ,0.8, ,20.5, ,3.5, ,11.7, ,95, ,26, ,57, ,3.4, ,0.9, ,81.1, ,12.0, 
155,Bryte (experimental),Sacramento Valley,3/5/2002,064,,N,2.30, ,132, ,1.1, ,16.7, ,7.5, ,11.7, ,95, ,57, ,77, ,7.8, ,1.7, ,149.4, ,12.4, 
155,Bryte (experimental),Sacramento Valley,3/6/2002,065,,N,23.20, ,80, ,1.3, ,16.5, ,9.7, ,12.3, ,98, ,68, ,90, ,10.7, ,2.2, ,188.7, ,13.1, 
155,Bryte (experimental),Sacramento Valley,3/7/2002,066,,N,2.10, ,126, ,1.0, ,15.8, ,3.9, ,10.3, ,96, ,48, ,79, ,6.8, ,2.3, ,202.3, ,11.8, 
155,Bryte (experimental),Sacramento Valley,3/8/2002,067,,N,0.00, ,211, ,0.6, ,13.3, ,2.1, ,7.0, ,81, ,35, ,59, ,-0.5, ,1.4, ,117.8, ,9.6, 
155,Bryte (experimental),Sacramento Valley,3/9/2002,068,,N,1.10, ,129, ,0.8, ,14.5, ,3.1, ,9.4, ,90, ,49, ,70, ,4.2, ,1.3, ,108.7, ,9.8, 
155,Bryte (experimental),Sacramento Valley,3/10/2002,069,,N,11.50, ,129, ,1.1, ,17.1, ,8.7, ,11.6, ,96, ,54, ,81, ,8.4, ,1.3, ,108.2, ,12.2, 
155,Bryte (experimental),Sacramento Valley,3/11/2002,070,,N,0.00, ,163, ,1.1, ,18.5, ,7.1, ,12.6, ,97, ,57, ,78, ,8.8, ,1.0, ,86.2, ,13.0, 
155,Bryte (experimental),Sacramento Valley,3/12/2002,071,,N,0.00, ,74, ,1.1, ,16.5, ,8.7, ,12.9, ,90, ,50, ,74, ,8.5, ,1.7, ,145.6, ,13.1, 
155,Bryte (experimental),Sacramento Valley,3/13/2002,072,,N,0.00, ,213, ,0.7, ,15.1, ,5.0, ,9.2, ,83, ,38, ,58, ,1.4, ,1.5, ,131.2, ,11.8, 
155,Bryte (experimental),Sacramento Valley,3/14/2002,073,,N,0.00, ,227, ,0.6, ,15.2, ,2.8, ,8.8, ,80, ,27, ,51, ,-0.8, ,2.3, ,200.2, ,10.7, 
155,Bryte (experimental),Sacramento Valley,3/15/2002,074,,N,0.00, ,214, ,0.7, ,14.0, ,1.6, ,7.9, ,91, ,40, ,65, ,1.7, ,1.3, ,111.6, ,10.7, 
155,Bryte (experimental),Sacramento Valley,3/16/2002,075,,N,0.00, ,189, ,0.7, ,14.4, ,4.9, ,8.5, ,88, ,37, ,67, ,2.7, ,1.5, ,130.7, ,11.4, 
155,Bryte (experimental),Sacramento Valley,3/17/2002,076,,N,1.30, ,144, ,0.8, ,11.4, ,1.3, ,6.6, ,97, ,59, ,77, ,2.9, ,1.9, ,166.8, ,10.8, 
155,Bryte (experimental),Sacramento Valley,3/18/2002,077,,N,0.10, ,236, ,0.5, ,16.0, ,1.5, ,8.6, ,97, ,23, ,49, ,-1.6, ,2.6, ,227.5, ,9.8, 
155,Bryte (experimental),Sacramento Valley,3/19/2002,078,,N,0.00, ,225, ,0.8, ,18.2, ,3.4, ,11.2, ,81, ,35, ,57, ,3.1, ,0.9, ,79.0, ,11.5, 
155,Bryte (experimental),Sacramento Valley,3/20/2002,079,,N,0.00, ,194, ,1.0, ,20.2, ,5.8, ,13.0, ,93, ,40, ,65, ,6.7, ,1.0, ,86.6, ,13.2, 
155,Bryte (experimental),Sacramento Valley,3/21/2002,080,,N,0.00, ,196, ,1.1, ,22.1, ,8.1, ,14.2, ,91, ,44, ,66, ,7.8, ,1.3, ,114.5, ,14.6, 
155,Bryte (experimental),Sacramento Valley,3/22/2002,081,,N,12.70, ,52, ,1.1, ,13.9, ,9.9, ,11.2, ,97, ,68, ,86, ,8.9, ,1.4, ,120.4, ,13.1, 
155,Bryte (experimental),Sacramento Valley,3/23/2002,082,,N,5.20, ,171, ,1.1, ,16.2, ,8.3, ,11.7, ,96, ,64, ,82, ,8.7, ,2.0, ,173.8, ,13.6, 
155,Bryte (experimental),Sacramento Valley,3/24/2002,083,,N,0.00, ,216, ,1.0, ,16.5, ,6.4, ,11.0, ,92, ,52, ,73, ,6.3, ,1.2, ,100.8, ,14.0, 
155,Bryte (experimental),Sacramento Valley,3/25/2002,084,,N,0.00, ,193, ,1.0, ,16.2, ,6.3, ,11.2, ,91, ,57, ,74, ,6.7, ,1.2, ,106.4, ,13.7, 
155,Bryte (experimental),Sacramento Valley,3/26/2002,085,,N,0.00, ,247, ,1.0, ,21.7, ,6.1, ,13.5, ,92, ,32, ,63, ,6.6, ,1.2, ,101.2, ,14.5, 
155,Bryte (experimental),Sacramento Valley,3/27/2002,086,,N,0.00, ,253, ,1.0, ,23.8, ,5.5, ,14.9, ,95, ,27, ,56, ,6.3, ,1.6, ,135.2, ,15.1, 
155,Bryte (experimental),Sacramento Valley,3/28/2002,087,,N,0.00, ,255, ,0.9, ,27.7,Y,8.4, ,18.4, ,85, ,26, ,44, ,6.0, ,2.5, ,214.5, ,16.2, 
155,Bryte (experimental),Sacramento Valley,3/29/2002,088,,N,0.00, ,254, ,1.0, ,29.6,Y,10.7, ,18.9, ,85, ,17, ,47, ,7.5, ,1.3, ,115.7, ,17.8, 
155,Bryte (experimental),Sacramento Valley,3/30/2002,089,,N,0.00, ,259, ,1.2, ,28.6,Y,7.2, ,17.9, ,96, ,28, ,61, ,10.2, ,0.9, ,74.2, ,18.4,Y
155,Bryte (experimental),Sacramento Valley,3/31/2002,090,,N,0.00, ,260, ,1.3, ,28.8,Y,8.5, ,18.6, ,96, ,26, ,59, ,10.5, ,0.7, ,63.2, ,19.2,Y
155,Bryte (experimental),Sacramento Valley,4/1/2002,091,,N,0.00, ,261, ,1.3, ,29.8, ,9.9, ,19.3, ,96, ,22, ,56, ,10.3, ,0.9, ,76.6, ,20.2, 
155,Bryte (experimental),Sacramento Valley,4/2/2002,092,,N,0.00, ,255, ,1.3, ,26.1, ,10.5, ,16.8, ,90, ,50, ,70, ,11.3, ,1.5, ,132.1, ,20.6, 
155,Bryte (experimental),Sacramento Valley,4/3/2002,093,,N,0.00, ,238, ,1.2, ,21.7, ,9.6, ,14.0, ,89, ,59, ,77, ,10.0, ,1.8, ,159.1, ,20.0, 
155,Bryte (experimental),Sacramento Valley,4/4/2002,094,,N,0.00, ,92, ,1.2, ,16.0, ,9.1, ,12.3, ,92, ,71, ,82, ,9.3, ,1.5, ,129.9, ,17.6, 
155,Bryte (experimental),Sacramento Valley,4/5/2002,095,,N,0.00, ,176, ,1.1, ,20.0, ,9.3, ,14.1, ,90, ,50, ,70, ,8.6, ,1.0, ,88.8, ,18.1, 
155,Bryte (experimental),Sacramento Valley,4/6/2002,096,,N,0.00, ,272, ,1.2, ,23.4, ,8.5, ,14.6, ,94, ,41, ,71, ,9.4, ,1.6, ,134.4, ,19.5, 
155,Bryte (experimental),Sacramento Valley,4/7/2002,097,,N,0.00, ,202, ,1.3, ,23.7, ,9.8, ,15.1, ,93, ,45, ,74, ,10.5, ,1.4, ,121.3, ,19.7, 
155,Bryte (experimental),Sacramento Valley,4/8/2002,098,,N,0.00, ,239, ,1.3, ,21.0, ,10.4, ,14.9, ,90, ,57, ,75, ,10.4, ,2.1, ,183.3, ,20.3, 
155,Bryte (experimental),Sacramento Valley,4/9/2002,099,,N,0.80, ,79, ,1.3, ,16.6, ,10.9, ,13.2, ,93, ,78, ,85, ,10.8, ,1.7, ,150.5, ,17.5, 
155,Bryte (experimental),Sacramento Valley,4/10/2002,100,,N,0.00, ,258, ,1.3, ,24.0, ,10.1, ,16.3, ,96, ,39, ,70, ,10.8, ,1.0, ,85.8, ,19.3, 
155,Bryte (experimental),Sacramento Valley,4/11/2002,101,,N,0.00, ,209, ,1.4, ,25.0, ,12.0, ,17.5, ,88, ,46, ,69, ,11.8, ,1.3, ,115.9, ,21.1, 
155,Bryte (experimental),Sacramento Valley,4/12/2002,102,,N,0.00, ,273, ,1.2, ,27.7, ,9.7, ,18.4, ,98, ,25, ,57, ,9.8, ,1.2, ,104.4, ,22.0,Y
155,Bryte (experimental),Sacramento Valley,4/13/2002,103,,N,0.00, ,272, ,1.4, ,31.3, ,11.5, ,21.1, ,90, ,29, ,56, ,12.1, ,0.9, ,76.6, ,23.3,Y
155,Bryte (experimental),Sacramento Valley,4/14/2002,104,,N,0.00, ,276, ,1.4, ,28.9, ,8.3, ,19.0, ,88, ,39, ,65, ,12.3, ,2.3, ,199.7, ,24.1,Y
155,Bryte (experimental),Sacramento Valley,4/15/2002,105,,N,0.00, ,271, ,0.7, ,18.6, ,6.5, ,11.6, ,81, ,32, ,55, ,2.8, ,1.7, ,149.0, ,21.0, 
155,Bryte (experimental),Sacramento Valley,4/16/2002,106,,N,1.30, ,144, ,0.9, ,14.1, ,7.0, ,10.3, ,89, ,45, ,69, ,4.8, ,2.5, ,213.5, ,17.9, 
155,Bryte (experimental),Sacramento Valley,4/17/2002,107,,N,0.10, ,255, ,0.8, ,17.0, ,4.8, ,10.2, ,92, ,38, ,66, ,4.1, ,1.6, ,142.0, ,16.9, 
155,Bryte (experimental),Sacramento Valley,4/18/2002,108,,N,0.00, ,281, ,0.7, ,18.9, ,3.4, ,10.7, ,96, ,27, ,56, ,2.4, ,1.5, ,129.6, ,17.7, 
155,Bryte (experimental),Sacramento Valley,4/19/2002,109,,N,0.00, ,301, ,0.6, ,22.6, ,5.7, ,14.9, ,74, ,22, ,38, ,0.8, ,2.1, ,184.2, ,19.2, 
155,Bryte (experimental),Sacramento Valley,4/20/2002,110,,N,0.00, ,295, ,0.8, ,23.7, ,6.7, ,14.5, ,81, ,25, ,49, ,3.9, ,1.6, ,134.8, ,20.7,H
155,Bryte (experimental),Sacramento Valley,4/21/2002,111,,N,0.00, ,296, ,0.9, ,25.7, ,6.2, ,16.0, ,90, ,21, ,49, ,5.2, ,1.1, ,93.9, ,21.6,H
155,Bryte (experimental),Sacramento Valley,4/22/2002,112,,N,0.00, ,301, ,1.0, ,28.6, ,9.4, ,18.9, ,83, ,18, ,44, ,6.5, ,0.9, ,74.6, ,23.2,Y
155,Bryte (experimental),Sacramento Valley,4/23/2002,113,,N,0.00, ,300, ,1.1, ,30.4, ,10.8, ,20.2, ,84, ,20, ,45, ,7.7, ,1.3, ,114.9, ,24.4,Y
155,Bryte (experimental),Sacramento Valley,4/24/2002,114,,N,0.00, ,285, ,1.0, ,22.9, ,11.5, ,17.0, ,68, ,38, ,53, ,7.4, ,2.1, ,183.6, ,23.5,Y
155,Bryte (experimental),Sacramento Valley,4/25/2002,115,,N,0.00, ,281, ,1.1, ,25.8, ,10.6, ,16.6, ,84, ,40, ,60, ,8.8, ,1.7, ,149.6, ,23.7,Y
155,Bryte (experimental),Sacramento Valley,4/26/2002,116,,N,0.30, ,112, ,1.1, ,17.9, ,10.2, ,12.9, ,82, ,54, ,73, ,8.1, ,2.3, ,200.1, ,20.0, 
155,Bryte (experimental),Sacramento Valley,4/27/2002,117,,N,0.00, ,296, ,0.8, ,17.9, ,8.1, ,12.3, ,87, ,32, ,56, ,3.8, ,2.6, ,221.4, ,19.9, 
155,Bryte (experimental),Sacramento Valley,4/28/2002,118,,N,0.00, ,260, ,0.8, ,18.2, ,7.4, ,12.4, ,78, ,34, ,52, ,2.9, ,1.3, ,114.6, ,20.5, 
155,Bryte (experimental),Sacramento Valley,4/29/2002,119,,N,0.00, ,146, ,0.9, ,17.7, ,7.6, ,12.4, ,81, ,44, ,62, ,5.3, ,1.5, ,126.1, ,19.1, 
155,Bryte (experimental),Sacramento Valley,4/30/2002,120,,N,0.00, ,241, ,0.9, ,18.1, ,5.8, ,11.7, ,90, ,45, ,67, ,5.8, ,1.8, ,152.2, ,19.1, 
155,Bryte (experimental),Sacramento Valley,5/1/2002,121,,N,0.00, ,287, ,1.0, ,21.3, ,6.7, ,14.0, ,93, ,36, ,61, ,6.7, ,1.3, ,112.8, ,21.1, 
155,Bryte (experimental),Sacramento Valley,5/2/2002,122,,N,0.00, ,314, ,1.1, ,22.8, ,9.3, ,14.4, ,86, ,45, ,68, ,8.5, ,2.3, ,202.3, ,22.1, 
155,Bryte (experimental),Sacramento Valley,5/3/2002,123,,N,0.00, ,298, ,1.2, ,23.2, ,8.8, ,14.6, ,88, ,49, ,70, ,9.3, ,1.9, ,162.3, ,23.0, 
155,Bryte (experimental),Sacramento Valley,5/4/2002,124,,N,0.00, ,318, ,1.2, ,28.8, ,8.6, ,17.9, ,90, ,24, ,56, ,9.1, ,1.4, ,118.3, ,24.6,Y
155,Bryte (experimental),Sacramento Valley,5/5/2002,125,,N,0.00, ,320, ,1.1, ,30.8, ,10.4, ,19.8, ,86, ,18, ,47, ,8.1, ,1.3, ,112.6, ,26.1,Y
155,Bryte (experimental),Sacramento Valley,5/6/2002,126,,N,0.00, ,325, ,1.0, ,26.7, ,9.9, ,17.6, ,77, ,26, ,48, ,6.4, ,1.8, ,155.6, ,26.1,Y
155,Bryte (experimental),Sacramento Valley,5/7/2002,127,,N,0.00, ,329, ,0.7, ,23.8, ,9.7, ,16.3, ,79, ,15, ,40, ,2.8, ,2.1, ,181.0, ,25.3,Y
155,Bryte (experimental),Sacramento Valley,5/8/2002,128,,N,0.00, ,342, ,0.6,Y,27.6, ,11.8, ,18.5, ,58, ,12, ,26,Y,-1.1,Y,2.0, ,171.8, ,25.8,Y
155,Bryte (experimental),Sacramento Valley,5/9/2002,129,,N,0.00, ,335, ,0.8, ,25.3, ,9.3, ,16.4, ,74, ,21, ,44, ,4.1, ,2.1, ,179.0, ,25.7,Y
155,Bryte (experimental),Sacramento Valley,5/10/2002,130,,N,0.00, ,322, ,0.8, ,22.1, ,7.9, ,15.0, ,75, ,25, ,49, ,4.5, ,1.7, ,146.0, ,25.1,Y
155,Bryte (experimental),Sacramento Valley,5/11/2002,131,,N,0.00, ,341, ,0.8, ,27.6, ,10.3, ,19.2, ,74, ,20, ,36, ,3.9, ,1.6, ,139.9, ,26.1,Y
155,Bryte (experimental),Sacramento Valley,5/12/2002,132,,N,0.00, ,291, ,0.9, ,30.0, ,12.5, ,20.9, ,57, ,19, ,35, ,4.7, ,1.1, ,95.8, ,26.8,Y
155,Bryte (experimental),Sacramento Valley,5/13/2002,133,,N,0.00, ,322, ,0.9, ,27.7, ,11.5, ,18.1, ,71, ,21, ,43, ,5.3, ,1.9, ,168.4, ,26.7,Y
155,Bryte (experimental),Sacramento Valley,5/14/2002,134,,N,0.00, ,333, ,1.1, ,29.8, ,9.3, ,19.1, ,85, ,21, ,48, ,7.9, ,1.5, ,127.8, ,27.4,R
155,Bryte (experimental),Sacramento Valley,5/15/2002,135,,N,0.00, ,322, ,1.1, ,30.7, ,11.5, ,20.3, ,80, ,22, ,48, ,8.9, ,1.4, ,121.6, ,28.4,R
155,Bryte (experimental),Sacramento Valley,5/16/2002,136,,N,0.00, ,335, ,1.0, ,32.0, ,11.8, ,20.6, ,72, ,19, ,42, ,7.4, ,1.5, ,127.4, ,29.1,R
155,Bryte (experimental),Sacramento Valley,5/17/2002,137,,N,0.00, ,329, ,1.1, ,30.2, ,11.9, ,19.5, ,73, ,29, ,50, ,8.7, ,1.7, ,149.4, ,29.1,R
155,Bryte (experimental),Sacramento Valley,5/18/2002,138,,N,0.00, ,342, ,0.8, ,22.9, ,9.0, ,15.0, ,77, ,22, ,48, ,4.0, ,2.6, ,225.0, ,26.8,Y
155,Bryte (experimental),Sacramento Valley,5/19/2002,139,,N,8.60, ,98, ,1.1, ,17.5, ,10.1, ,13.4, ,96, ,54, ,75, ,8.9, ,1.3, ,110.4, ,21.9, 
155,Bryte (experimental),Sacramento Valley,5/20/2002,140,,N,18.90, ,107, ,1.1, ,13.8,Y,9.1, ,10.8, ,96, ,76, ,88, ,8.9, ,1.7, ,146.4, ,17.0, 
155,Bryte (experimental),Sacramento Valley,5/21/2002,141,,N,2.60, ,175, ,1.2, ,18.8, ,8.6, ,12.9, ,97, ,53, ,79, ,9.3, ,1.0, ,87.8, ,17.8, 
155,Bryte (experimental),Sacramento Valley,5/22/2002,142,,N,0.00, ,335, ,1.0, ,22.8, ,7.3, ,15.1, ,95, ,27, ,59, ,7.1, ,1.1, ,96.2, ,20.7, 
155,Bryte (experimental),Sacramento Valley,5/23/2002,143,,N,0.00, ,339, ,1.0, ,27.4, ,10.1, ,18.9, ,86, ,24, ,47, ,7.3, ,1.6, ,138.2, ,22.6, 
155,Bryte (experimental),Sacramento Valley,5/24/2002,144,,N,0.00, ,330, ,1.2, ,31.3, ,12.1, ,21.8, ,79, ,25, ,45, ,9.3, ,0.9, ,76.8, ,25.6,Y
155,Bryte (experimental),Sacramento Valley,5/25/2002,145,,N,0.00, ,328, ,1.3, ,31.3, ,13.3, ,21.2, ,81, ,22, ,50, ,10.3, ,1.5, ,125.5, ,27.1,Y
155,Bryte (experimental),Sacramento Valley,5/26/2002,146,,N,0.00, ,300, ,1.3, ,27.8, ,11.8, ,18.5, ,87, ,41, ,62, ,11.1, ,1.9, ,167.0, ,26.1,Y
155,Bryte (experimental),Sacramento Valley,5/27/2002,147,,N,0.00, ,313, ,1.3, ,27.3, ,12.3, ,18.9, ,83, ,36, ,60, ,11.0, ,2.1, ,181.2, ,26.4,Y
155,Bryte (experimental),Sacramento Valley,5/28/2002,148,,N,0.00, ,307, ,1.6, ,30.0, ,13.8, ,20.7, ,88, ,42, ,65, ,13.9, ,1.5, ,126.1, ,28.1,R
155,Bryte (experimental),Sacramento Valley,5/29/2002,149,,N,0.00, ,325, ,1.8,Y,35.1, ,15.1, ,24.6, ,91, ,34, ,59,Y,16.0,Y,1.1, ,97.1, ,,S
155,Bryte (experimental),Sacramento Valley,5/30/2002,150,,N,0.00, ,327, ,1.8,Y,36.4,Y,19.6,Y,27.3, ,81, ,29, ,50,Y,16.0,Y,1.2, ,102.4, ,,S
155,Bryte (experimental),Sacramento Valley,5/31/2002,151,,N,0.00, ,333, ,1.4, ,34.5, ,15.4, ,23.6, ,68, ,16, ,47, ,11.5, ,1.7, ,145.6, ,,S
155,Bryte (experimental),Sacramento Valley,6/1/2002,152,,N,0.00, ,314, ,1.2, ,25.8, ,12.5, ,18.0, ,78, ,36, ,59, ,10.0, ,2.7, ,230.3, ,28.8,Y
155,Bryte (experimental),Sacramento Valley,6/2/2002,153,,N,0.00, ,333, ,1.2, ,28.8, ,11.0, ,18.4, ,84, ,31, ,59, ,10.2, ,1.5, ,127.3, ,28.9,Y
155,Bryte (experimental),Sacramento Valley,6/3/2002,154,,N,0.00, ,325, ,1.4, ,32.7, ,12.3, ,21.6, ,83, ,27, ,52, ,11.4, ,1.2, ,103.3, ,30.2,R
155,Bryte (experimental),Sacramento Valley,6/4/2002,155,,N,0.00, ,338, ,1.4, ,35.7, ,14.4, ,25.5, ,81, ,24, ,44, ,12.4, ,0.9, ,81.6, ,,S
155,Bryte (experimental),Sacramento Valley,6/5/2002,156,,N,0.00, ,342, ,1.7, ,39.4,Y,19.3,Y,28.4, ,85, ,22, ,44, ,15.1, ,1.1, ,93.1, ,,S
155,Bryte (experimental),Sacramento Valley,6/6/2002,157,,N,0.00, ,342, ,1.3, ,36.8, ,19.2,Y,26.9, ,52, ,20, ,36, ,10.4, ,1.4, ,121.5, ,,S
155,Bryte (experimental),Sacramento Valley,6/7/2002,158,,N,0.00, ,336, ,1.3, ,33.9, ,16.0, ,23.8, ,79, ,23, ,43, ,10.4, ,1.2, ,106.4, ,,S
155,Bryte (experimental),Sacramento Valley,6/8/2002,159,,N,0.00, ,357, ,0.6,Y,26.5, ,16.4, ,21.0, ,41, ,15, ,24,Y,-0.5,Y,3.2, ,277.1, ,31.2,R
155,Bryte (experimental),Sacramento Valley,6/9/2002,160,,N,0.00, ,361, ,0.7,Y,26.5, ,14.1, ,20.4, ,40, ,21, ,29,Y,2.0,Y,3.7, ,320.0, ,29.4,Y
155,Bryte (experimental),Sacramento Valley,6/10/2002,161,,N,0.00, ,342, ,1.0, ,30.7, ,15.8, ,23.4, ,59, ,24, ,35, ,6.9, ,2.5, ,213.8, ,30.5,R
155,Bryte (experimental),Sacramento Valley,6/11/2002,162,,N,0.00, ,349, ,1.2, ,34.5, ,15.0, ,24.2, ,77, ,15, ,38, ,9.1, ,1.3, ,112.3, ,,S
155,Bryte (experimental),Sacramento Valley,6/12/2002,163,,N,0.00, ,346, ,1.3, ,30.6, ,12.7, ,20.8, ,78, ,30, ,52, ,10.5, ,1.8, ,155.4, ,,S
155,Bryte (experimental),Sacramento Valley,6/13/2002,164,,N,0.00, ,348, ,1.2, ,26.9, ,11.5, ,17.8, ,82, ,37, ,60, ,10.0, ,2.2, ,190.3, ,30.1,R
155,Bryte (experimental),Sacramento Valley,6/14/2002,165,,N,0.00, ,348, ,1.2, ,29.2, ,10.5, ,18.9, ,88, ,33, ,57, ,10.2, ,1.5, ,129.9, ,30.1,R
155,Bryte (experimental),Sacramento Valley,6/15/2002,166,,N,0.00, ,352, ,1.2, ,32.0, ,12.4, ,20.9, ,78, ,17, ,47, ,9.3, ,1.4, ,122.4, ,31.1,R
155,Bryte (experimental),Sacramento Valley,6/16/2002,167,,N,0.00, ,354, ,1.1, ,31.7, ,12.5, ,21.1, ,76, ,22, ,45, ,8.6, ,1.7, ,150.7, ,30.8,R
155,Bryte (experimental),Sacramento Valley,6/17/2002,168,,N,0.00, ,341, ,1.3, ,32.9, ,14.1, ,23.1, ,68, ,25, ,46, ,10.7, ,1.3, ,112.4, ,,S
155,Bryte (experimental),Sacramento Valley,6/18/2002,169,,N,0.00, ,336, ,1.6, ,32.4, ,18.2,Y,24.7, ,74, ,34, ,51, ,13.9, ,1.2, ,99.8, ,,S
155,Bryte (experimental),Sacramento Valley,6/19/2002,170,,N,0.00, ,349, ,1.2, ,35.7, ,16.5, ,24.6, ,78, ,17, ,40, ,10.2, ,1.5, ,131.3, ,,S
155,Bryte (experimental),Sacramento Valley,6/20/2002,171,,N,0.00, ,341, ,1.3, ,31.2, ,13.6, ,21.4, ,75, ,29, ,50, ,10.6, ,1.9, ,166.9, ,,S
155,Bryte (experimental),Sacramento Valley,6/21/2002,172,,N,0.00, ,346, ,1.2, ,24.9, ,11.7, ,16.9, ,84, ,39, ,63, ,9.9, ,2.8, ,244.8, ,29.8,R
155,Bryte (experimental),Sacramento Valley,6/22/2002,173,,N,0.00, ,322, ,1.4, ,29.6, ,12.1, ,19.0, ,89, ,37, ,64, ,12.2, ,1.7, ,144.7, ,30.0,R
155,Bryte (experimental),Sacramento Valley,6/23/2002,174,,N,0.00, ,344, ,1.4, ,31.7, ,13.1, ,21.2, ,82, ,31, ,56, ,12.1, ,1.6, ,136.9, ,31.0,R
