source,station,latitude,longitude,date,datetime,chlorophyll,diss_ammonia,diss_nitrate_nitrite,diss_orthophos
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2008-08-05,2008-08-05 12:50:00,NA,NA,NA,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2010-10-26,2010-10-26 12:40:00,NA,0.01,0.18,0.04
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2015-04-09,2015-04-09 12:32:00,NA,0.02,0.08,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2019-08-19,2019-08-19 09:00:00,1.6,NA,0.059,0.029
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2018-04-19,2018-04-19 22:21:00,2.2,NA,NA,NA
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2018-04-19,2018-04-19 15:08:00,2.6,NA,NA,NA
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2018-04-20,2018-04-20 09:46:00,3.8,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-08-10,2011-08-10 12:20:00,NA,NA,0.06,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-06-23,2011-06-23 10:30:00,NA,0.01,0.04,0.01
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2021-08-23,2021-08-23 09:00:00,NA,NA,NA,0.033
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-04-20,2011-04-20 11:15:00,NA,NA,0.1,0.02
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2015-05-08,2015-05-08 10:30:00,NA,0.26,NA,0.05
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-09-08,2011-09-08 11:30:00,NA,NA,0.06,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2019-05-22,2019-05-22 09:00:00,NA,NA,0.143,0.019
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-07-05,2011-07-05 11:30:00,NA,0.01,0.07,0.02
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2019-04-17,2019-04-17 10:24:00,9,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-05-12,2011-05-12 11:05:00,NA,NA,0.02,0.008
USGS CAWSC,USGS-11455167,38.2903861,-121.662225,2018-04-20,2018-04-20 08:59:00,1.2,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2018-07-12,2018-07-12 10:00:00,NA,0.01,NA,0.022
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-08-10,2011-08-10 12:25:00,NA,NA,0.06,0.03
USGS CAWSC,USGS-11455167,38.2903861,-121.662225,2018-04-19,2018-04-19 23:05:00,1,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-05-12,2011-05-12 11:00:00,NA,NA,0.04,0.01
USGS CAWSC,USGS-11455143,38.3354111,-121.658186,2018-04-20,2018-04-20 04:07:00,5.7,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-07-28,2011-07-28 09:30:00,NA,0.01,0.05,0.02
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2018-04-19,2018-04-19 09:30:00,NA,NA,0.142,0.031
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2019-06-06,2019-06-06 11:30:00,2.6,NA,NA,NA
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2019-05-01,2019-05-01 10:22:00,3.7,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2012-08-07,2012-08-07 11:05:00,NA,NA,0.02,0.01
USGS CAWSC,USGS-11455167,38.2903861,-121.662225,2018-04-25,2018-04-25 22:01:00,2.9,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2012-04-18,2012-04-18 10:55:00,NA,0.01,0.11,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2012-10-18,2012-10-18 12:20:00,NA,NA,0.09,0.02
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2019-08-20,2019-08-20 09:00:00,2.2,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2019-07-25,2019-07-25 09:00:00,3.5,NA,NA,0.028
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2019-05-01,2019-05-01 10:21:00,3.7,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2015-06-04,2015-06-04 11:00:00,NA,0.02,NA,0.03
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2019-05-01,2019-05-01 10:23:00,3.9,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2019-09-19,2019-09-19 08:45:00,1.9,NA,NA,NA
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2019-04-17,2019-04-17 10:22:00,8.8,NA,NA,NA
USGS CAWSC,USGS-11455167,38.2903861,-121.662225,2018-04-26,2018-04-26 04:33:00,2.5,NA,NA,NA
USGS CAWSC,USGS-11455167,38.2903861,-121.662225,2018-04-19,2018-04-19 22:49:00,1,NA,NA,NA
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2018-04-20,2018-04-20 09:47:00,3.3,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2020-07-22,2020-07-22 10:50:00,NA,NA,NA,0.027
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2021-07-15,2021-07-15 10:00:00,NA,0.02,NA,0.026
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2012-03-15,2012-03-15 12:35:00,NA,0.01,0.11,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2012-05-17,2012-05-17 11:35:00,NA,NA,0.01,0.01
USGS CAWSC,USGS-11455143,38.3354111,-121.658186,2018-04-25,2018-04-25 22:11:00,5.1,NA,NA,NA
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2018-04-18,2018-04-18 14:15:00,4.8,NA,NA,NA
USGS CAWSC,USGS-11455167,38.2903861,-121.662225,2018-04-25,2018-04-25 22:10:00,5.7,NA,NA,NA
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2018-04-25,2018-04-25 20:39:00,2.1,NA,NA,NA
USGS CAWSC,USGS-11455167,38.2903861,-121.662225,2018-04-20,2018-04-20 04:04:00,1.2,NA,NA,NA
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2018-04-18,2018-04-18 14:16:00,2.9,NA,NA,NA
USGS CAWSC,USGS-11455143,38.3354111,-121.658186,2018-04-20,2018-04-20 09:20:00,2.6,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2020-05-27,2020-05-27 10:00:00,NA,0.03,0.105,0.033
USGS CAWSC,USGS-11455167,38.2903861,-121.662225,2018-04-19,2018-04-19 22:58:00,1.2,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2018-03-28,2018-03-28 09:30:00,NA,0.01,0.139,0.025
USGS CAWSC,USGS-11455143,38.3354111,-121.658186,2018-04-26,2018-04-26 04:16:00,3,NA,NA,NA
USGS CAWSC,USGS-11455167,38.2903861,-121.662225,2018-04-25,2018-04-25 22:17:00,3.2,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2018-10-17,2018-10-17 11:30:00,0.9,0.01,0.103,0.032
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2013-03-12,2013-03-12 11:30:00,NA,NA,0.21,0.02
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1996-10-10,1996-10-10 10:00:00,NA,NA,0.1,0.02
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2021-10-19,2021-10-19 09:30:00,NA,0.03,NA,0.023
USGS CAWSC,USGS-11455143,38.3354111,-121.658186,2018-04-19,2018-04-19 23:10:00,3.8,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2013-05-16,2013-05-16 11:30:00,NA,NA,0.07,0.03
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2013-06-06,2013-06-06 13:45:00,NA,0.12,0.4,0.082
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2018-04-19,2018-04-19 15:10:00,2.9,NA,NA,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2009-12-16,2009-12-16 11:50:00,NA,NA,0.19,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2009-12-03,2009-12-03 11:00:00,NA,0.01,0.11,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2015-01-14,2015-01-14 11:30:00,NA,0.02,0.4,0.05
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2015-12-10,2015-12-10 12:45:00,3.8,0.16,0.6,0.09
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2009-01-26,2009-01-26 12:00:00,NA,0.02,0.19,0.05
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2015-05-20,2015-05-20 12:32:00,NA,0.03,0.23,0.153
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2009-02-25,2009-02-25 12:00:00,NA,0.02,0.241,0.04
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2015-12-09,2015-12-09 10:00:00,NA,0.01,0.14,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2009-11-18,2009-11-18 11:20:00,NA,0.01,0.1,0.04
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2010-12-15,2010-12-15 11:50:00,NA,NA,0.13,0.02
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2010-12-28,2010-12-28 11:15:00,NA,NA,0.16,0.03
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2015-02-17,2015-02-17 11:30:00,NA,0.15,0.485,0.106
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2010-02-16,2010-02-16 11:10:00,NA,0.01,0.23,0.05
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2010-01-14,2010-01-14 11:50:00,NA,0.03,0.24,0.05
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2010-11-09,2010-11-09 12:30:00,NA,0.01,0.13,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2010-01-27,2010-01-27 12:00:00,NA,NA,0.32,0.04
USGS CAWSC,USGS-11455420,38.14904444,-121.6889444,2015-10-21,2015-10-21 07:55:00,NA,0.19,0.501,0.098
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2010-02-03,2010-02-03 11:30:00,NA,NA,0.28,0.04
USGS CAWSC,USGS-11455508,38.04953056,-121.88755,2016-12-13,2016-12-13 09:00:00,1.6,0.23,0.41,0.08
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2010-12-15,2010-12-15 11:55:00,NA,NA,0.14,0.02
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2015-12-17,2015-12-17 10:30:00,3,0.25,0.56,0.08
USGS CAWSC,USGS-11455139,38.36513889,-121.6377417,2015-01-06,2015-01-06 10:45:00,NA,0.14,0.51,0.203
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2015-01-27,2015-01-27 10:30:00,NA,NA,0.26,0.04
USGS CAWSC,USGS-11455139,38.36513889,-121.6377417,2015-09-15,2015-09-15 11:00:00,NA,0.03,0.116,0.173
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2015-04-09,2015-04-09 11:31:00,NA,0.02,0.09,0.03
USGS CAWSC,USGS-11455143,38.3354111,-121.658186,2017-08-08,2017-08-08 03:45:00,NA,0.01,NA,0.161
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-01-11,2011-01-11 10:40:00,NA,0.01,0.18,0.03
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2015-04-07,2015-04-07 11:02:00,NA,0.31,0.447,0.109
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2015-04-07,2015-04-07 11:00:00,NA,0.3,0.446,0.108
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2015-03-12,2015-03-12 09:30:00,NA,0.05,0.417,0.204
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-02-10,2011-02-10 10:50:00,NA,0.01,0.12,0.02
USGS CAWSC,USGS-11455508,38.04953056,-121.88755,2015-09-14,2015-09-14 16:23:00,NA,0.17,0.411,0.124
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2015-04-09,2015-04-09 09:50:00,NA,0.32,0.429,0.105
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-02-22,2011-02-22 13:50:00,NA,0.01,0.16,0.02
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2011-01-26,2011-01-26 11:45:00,NA,NA,0.16,0.02
USGS CAWSC,USGS-11455143,38.3354111,-121.658186,2017-08-08,2017-08-08 08:40:00,NA,NA,NA,0.156
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2015-07-09,2015-07-09 11:30:00,NA,0.08,0.353,0.088
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2015-02-17,2015-02-17 10:00:00,NA,0.14,0.44,0.089
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2012-02-09,2012-02-09 13:35:00,NA,0.01,0.29,0.03
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2012-02-09,2012-02-09 11:00:00,NA,0.16,0.54,0.1
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2012-07-25,2012-07-25 12:00:00,NA,0.14,0.17,0.04
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2012-04-19,2012-04-19 09:00:00,NA,0.07,0.457,0.099
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2012-04-06,2012-04-06 13:30:00,NA,0.06,1.04,0.094
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2015-06-23,2015-06-23 09:45:00,NA,0.12,0.401,0.103
USGS CAWSC,USGS-11455139,38.36513889,-121.6377417,2015-04-09,2015-04-09 13:17:00,NA,0.02,0.823,0.276
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2012-02-23,2012-02-23 10:55:00,NA,NA,0.1,0.02
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2012-07-11,2012-07-11 09:00:00,NA,0.12,0.2,0.05
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2015-04-07,2015-04-07 11:01:00,NA,0.31,0.451,0.111
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2015-01-08,2015-01-08 13:15:00,NA,0.2,0.586,0.146
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2012-04-06,2012-04-06 09:30:00,NA,0.07,0.59,0.111
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2012-07-25,2012-07-25 09:00:00,NA,0.16,0.16,0.05
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2012-07-25,2012-07-25 14:00:00,NA,0.08,0.18,0.05
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2012-01-18,2012-01-18 13:35:00,NA,NA,0.1,0.03
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2012-01-05,2012-01-05 14:00:00,NA,0.29,0.34,0.06
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2012-01-05,2012-01-05 11:35:00,NA,NA,0.09,0.03
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2012-11-20,2012-11-20 11:30:00,NA,0.25,0.36,0.08
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2012-12-13,2012-12-13 10:10:00,NA,0.07,0.389,0.165
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2016-07-12,2016-07-12 08:15:00,5,0.1,0.194,0.048
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2016-09-29,2016-09-29 11:00:00,4.6,NA,NA,0.113
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2016-11-14,2016-11-14 12:30:00,1.2,0.19,0.4,0.09
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2012-12-04,2012-12-04 11:20:00,NA,0.01,0.34,0.03
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-12-12,2013-12-12 14:00:00,NA,0.17,0.49,0.08
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2016-11-09,2016-11-09 12:00:00,1,0.2,0.41,0.08
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2016-03-31,2016-03-31 10:30:00,46.6,NA,NA,0.196
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2013-06-17,2013-06-17 11:30:00,NA,0.18,0.306,0.083
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2013-01-09,2013-01-09 11:30:00,NA,0.14,0.35,0.08
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-03-19,2013-03-19 09:51:00,NA,0.21,0.294,0.058
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2013-03-20,2013-03-20 15:15:00,NA,0.19,0.272,0.059
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2013-03-20,2013-03-20 12:15:00,NA,0.23,0.232,0.054
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2016-09-29,2016-09-29 09:00:00,1.3,0.1,0.159,0.071
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-03-19,2013-03-19 12:51:00,NA,0.21,0.269,0.059
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2013-03-20,2013-03-20 13:15:00,NA,0.26,0.256,0.054
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-12-12,2013-12-12 15:00:00,NA,0.19,0.48,0.08
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2016-02-09,2016-02-09 08:45:00,1.4,0.19,0.46,0.08
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2016-10-12,2016-10-12 11:15:00,1.1,0.19,0.219,0.07
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1996-11-15,1996-11-15 10:30:00,NA,NA,0.1,0.02
USGS CAWSC,USGS-11455139,38.36513889,-121.6377417,2016-07-14,2016-07-14 08:30:00,14.2,0.01,NA,0.098
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-05-22,2013-05-22 09:15:00,NA,0.22,0.342,0.08
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2013-05-22,2013-05-22 11:30:00,NA,0.17,0.424,0.092
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2016-07-19,2016-07-19 14:45:00,NA,0.12,0.15,0.051
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2016-08-30,2016-08-30 11:30:00,6,NA,NA,0.097
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-01-11,2013-01-11 10:00:00,NA,0.17,0.39,0.07
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1996-12-17,1996-12-17 11:30:00,NA,0.03,0.14,0.01
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2013-03-20,2013-03-20 14:15:00,NA,0.22,0.236,0.056
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2013-01-22,2013-01-22 13:30:00,NA,NA,0.19,0.03
USGS CAWSC,USGS-11455139,38.36513889,-121.6377417,2016-05-25,2016-05-25 11:15:00,4.6,0.04,0.204,0.189
USGS CAWSC,USGS-11455139,38.36513889,-121.6377417,2016-08-30,2016-08-30 12:00:00,12.4,0.01,NA,0.096
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2013-04-24,2013-04-24 11:30:00,NA,0.2,0.451,0.1
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-03-19,2013-03-19 11:52:00,NA,0.18,0.27,0.05
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2013-05-23,2013-05-23 09:00:00,NA,0.15,0.413,0.094
USGS CAWSC,USGS-11455167,38.2903861,-121.662225,2016-09-20,2016-09-20 15:10:00,4.3,NA,NA,0.093
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1997-02-11,1997-02-11 10:00:00,NA,NA,0.17,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1997-11-20,1997-11-20 11:30:00,NA,NA,0.17,0.03
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2013-01-11,2013-01-11 11:30:00,NA,0.11,0.46,0.11
USGS CAWSC,USGS-11455350,38.21277778,-121.6691667,2016-05-25,2016-05-25 14:25:00,8.2,0.12,0.18,0.082
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1997-01-06,1997-01-06 11:00:00,NA,0.02,0.12,NA
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1997-12-12,1997-12-12 12:00:00,NA,NA,0.2,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2013-12-06,2013-12-06 13:30:00,NA,NA,0.1,0.04
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-12-12,2013-12-12 18:00:00,NA,0.3,0.43,0.08
USGS CAWSC,USGS-11455276,38.3078583,-121.6924278,2017-10-11,2017-10-11 14:40:00,5.2,0.02,NA,0.199
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2017-03-08,2017-03-08 13:15:00,17.7,0.02,0.359,0.079
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2016-12-15,2016-12-15 08:45:00,1.6,0.1,0.27,0.04
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2013-03-06,2013-03-06 09:50:00,NA,0.26,0.28,0.06
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2013-02-05,2013-02-05 12:40:00,NA,NA,0.15,0.03
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-03-19,2013-03-19 13:51:00,NA,0.2,0.26,0.05
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-04-24,2013-04-24 10:30:00,NA,0.14,0.423,0.079
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2016-12-08,2016-12-08 09:00:00,1.5,0.21,0.35,0.07
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1997-03-11,1997-03-11 10:50:00,NA,NA,0.2,0.02
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-12-12,2013-12-12 12:00:00,NA,0.18,0.49,0.08
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2013-05-23,2013-05-23 09:05:00,NA,0.15,0.418,0.093
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1998-12-28,1998-12-28 11:30:00,NA,NA,0.2,0.02
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-12-12,2013-12-12 17:00:00,NA,0.24,0.43,0.08
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2017-05-02,2017-05-02 15:00:00,9.5,NA,NA,0.046
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2016-07-26,2016-07-26 08:45:00,5.5,0.13,0.134,0.049
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-12-12,2013-12-12 11:30:00,NA,NA,0.55,NA
USGS CAWSC,USGS-382006121401601,38.33500556,-121.6711083,2017-08-01,2017-08-01 01:05:00,NA,NA,NA,0.157
USGS CAWSC,USGS-11455140,38.34916667,-121.6447222,2017-10-10,2017-10-10 08:30:00,2.1,0.02,NA,0.068
USGS CAWSC,USGS-11455139,38.36513889,-121.6377417,2016-03-31,2016-03-31 11:00:00,31.5,0.01,0.054,0.192
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1998-03-19,1998-03-19 11:00:00,NA,0.03,0.2,0.02
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1998-01-15,1998-01-15 10:30:00,NA,NA,0.26,0.04
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2013-02-19,2013-02-19 09:50:00,NA,NA,0.14,0.02
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2013-06-18,2013-06-18 10:30:00,NA,0.12,0.351,0.095
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1998-02-09,1998-02-09 14:30:00,NA,0.03,0.16,0.04
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2013-01-08,2013-01-08 13:30:00,NA,0.01,0.32,0.04
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2016-01-05,2016-01-05 08:45:00,2.7,0.22,0.69,0.07
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1998-11-13,1998-11-13 09:40:00,NA,0.03,0.21,0.04
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-03-19,2013-03-19 10:52:00,NA,0.19,0.277,0.058
USGS CAWSC,USGS-11455143,38.3354111,-121.658186,2016-10-20,2016-10-20 13:00:00,1.9,0.02,NA,0.109
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1999-01-21,1999-01-21 10:40:00,NA,0.05,0.12,0.01
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2013-12-12,2013-12-12 13:00:00,NA,0.17,0.5,0.08
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2016-06-16,2016-06-16 10:30:00,12.9,NA,NA,0.088
USGS CAWSC,USGS-11455167,38.2903861,-121.662225,2016-08-03,2016-08-03 18:20:00,9.9,NA,NA,0.072
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1999-11-08,1999-11-08 10:00:00,NA,0.02,0.09,0.03
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2016-08-03,2016-08-03 16:45:00,NA,0.03,NA,0.155
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2014-02-05,2014-02-05 12:15:00,NA,0.04,0.45,0.13
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1999-12-09,1999-12-09 11:00:00,NA,0.02,0.14,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1999-03-17,1999-03-17 11:30:00,NA,NA,0.11,0.02
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2014-02-05,2014-02-05 14:30:00,NA,0.05,0.51,0.15
USGS CAWSC,USGS-11455478,38.093252,-121.7371772,2014-12-18,2014-12-18 11:00:00,NA,0.14,0.611,0.105
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,1999-02-26,1999-02-26 10:30:00,NA,0.02,0.14,0.02
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2014-12-10,2014-12-10 11:45:00,NA,0.18,0.813,0.085
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2014-07-08,2014-07-08 09:45:00,NA,NA,0.125,0.137
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2014-06-24,2014-06-24 14:30:00,NA,0.01,0.307,0.146
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2000-11-17,2000-11-17 10:00:00,NA,NA,0.1,0.02
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2016-08-25,2016-08-25 11:30:00,1.9,NA,NA,0.02
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2000-01-29,2000-01-29 10:30:00,NA,NA,0.19,0.03
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2000-02-24,2000-02-24 13:00:00,NA,NA,0.12,0.03
USGS CAWSC,USGS-11455315,38.2430111,-121.684286,2016-05-06,2016-05-06 13:00:00,38.3,0.12,0.099,0.051
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2014-12-16,2014-12-16 13:30:00,NA,0.05,0.4,0.07
USGS CAWSC,USGS-11447650,38.45601954,-121.5013437,2000-12-20,2000-12-20 11:30:00,NA,NA,0.14,0.02
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2014-03-10,2014-03-10 09:30:00,NA,0.07,0.704,0.234
USGS CAWSC,USGS-11455146,38.32885,-121.6675306,2014-08-21,2014-08-21 14:15:00,NA,0.01,NA,0.1
