date,agency_cd,site_no,water_year,flow,flow_cd,flow_11447905,group,flow_modeled,flow_impute,flow_for_gam_step1,flow_for_gam_step2,flow_for_gam_final
2004-02-02,USGS,11455420,2004,18200,A,8970,measure,20020,18200,18200,18200,18200
2004-02-03,USGS,11455420,2004,23900,A,9920,measure,22160,23900,23900,23900,23900
2004-02-04,USGS,11455420,2004,28700,A,12500,measure,27972,28700,28700,28700,28700
2004-02-05,USGS,11455420,2004,33200,A,15000,measure,33603,33200,33200,33200,33200
2004-02-06,USGS,11455420,2004,33700,A,15200,measure,34053,33700,33700,33700,33700
2004-02-07,USGS,11455420,2004,31300,A,14100,measure,31576,31300,31300,31300,31300
2004-02-08,USGS,11455420,2004,28000,A,12800,measure,28647,28000,28000,28000,28000
2004-02-09,USGS,11455420,2004,25100,A,11800,measure,26395,25100,25100,25100,25100
2004-02-10,USGS,11455420,2004,24100,A,10900,measure,24368,24100,24100,24100,24100
2004-02-11,USGS,11455420,2004,22600,A,10100,measure,22566,22600,22600,22600,22600
2004-02-12,USGS,11455420,2004,20800,A,9480,measure,21169,20800,20800,20800,20800
2004-02-13,USGS,11455420,2004,19300,A,8980,measure,20043,19300,19300,19300,19300
2004-02-14,USGS,11455420,2004,18300,A,8610,measure,19209,18300,18300,18300,18300
2004-02-15,USGS,11455420,2004,16600,A,8160,measure,18196,16600,16600,16600,16600
2004-02-16,USGS,11455420,2004,17100,A,7910,measure,17633,17100,17100,17100,17100
2004-02-17,USGS,11455420,2004,24200,A,9350,measure,20876,24200,24200,24200,24200
2004-02-18,USGS,11455420,2004,38900,A,14800,measure,33152,38900,38900,38900,38900
2004-02-19,USGS,11455420,2004,50300,A,21300,measure,47794,50300,50300,50300,50300
2004-02-20,USGS,11455420,2004,60400,A,25600,measure,57479,60400,60400,60400,60400
2004-02-21,USGS,11455420,2004,80700,A,27300,measure,61309,80700,80700,80700,80700
2004-02-22,USGS,11455420,2004,106000,A,27600,measure,61984,106000,106000,106000,106000
2004-02-23,USGS,11455420,2004,117000,A,27500,measure,61759,117000,117000,117000,117000
2004-02-24,USGS,11455420,2004,117000,A,27200,measure,61083,117000,117000,117000,117000
2004-02-25,USGS,11455420,2004,116000,A,27300,measure,61309,116000,116000,116000,116000
2004-02-26,USGS,11455420,2004,126000,A,28100,measure,63111,126000,126000,126000,126000
2004-02-27,USGS,11455420,2004,131000,A,28200,measure,63336,131000,131000,131000,131000
2004-02-28,USGS,11455420,2004,131000,A,27800,measure,62435,131000,131000,131000,131000
2004-02-29,USGS,11455420,2004,132000,A,27400,measure,61534,132000,132000,132000,132000
2004-03-01,USGS,11455420,2004,129000,A,27000,measure,60633,129000,129000,129000,129000
2004-03-02,USGS,11455420,2004,124000,A,27000,measure,60633,124000,124000,124000,124000
2004-03-03,USGS,11455420,2004,122000,A,26800,measure,60182,122000,122000,122000,122000
2004-03-04,USGS,11455420,2004,116000,A,26500,measure,59507,116000,116000,116000,116000
2004-03-05,USGS,11455420,2004,111000,A,26200,measure,58831,111000,111000,111000,111000
2004-03-06,USGS,11455420,2004,105000,A,25800,measure,57930,105000,105000,105000,105000
2004-03-07,USGS,11455420,2004,97900,A,25300,measure,56804,97900,97900,97900,97900
2004-03-08,USGS,11455420,2004,89200,A,24900,measure,55903,89200,89200,89200,89200
2004-03-09,USGS,11455420,2004,78100,A,24500,measure,55002,78100,78100,78100,78100
2004-03-10,USGS,11455420,2004,67700,A,23900,measure,53650,67700,67700,67700,67700
2004-03-11,USGS,11455420,2004,63000,A,23100,measure,51848,63000,63000,63000,63000
2004-03-12,USGS,11455420,2004,57600,A,22200,measure,49821,57600,57600,57600,57600
2004-03-13,USGS,11455420,2004,52800,A,21100,measure,47343,52800,52800,52800,52800
2004-03-14,USGS,11455420,2004,48500,A,19700,measure,44190,48500,48500,48500,48500
2004-03-15,USGS,11455420,2004,42500,A,18200,measure,40811,42500,42500,42500,42500
2004-03-16,USGS,11455420,2004,38000,A,16800,measure,37657,38000,38000,38000,38000
2004-03-17,USGS,11455420,2004,35300,A,15500,measure,34729,35300,35300,35300,35300
2004-03-18,USGS,11455420,2004,32700,A,14400,measure,32251,32700,32700,32700,32700
2004-03-19,USGS,11455420,2004,31200,A,13600,measure,30449,31200,31200,31200,31200
2004-03-20,USGS,11455420,2004,29600,A,13000,measure,29098,29600,29600,29600,29600
2004-03-21,USGS,11455420,2004,28700,A,12500,measure,27972,28700,28700,28700,28700
2004-03-22,USGS,11455420,2004,29400,A,12100,measure,27071,29400,29400,29400,29400
2004-03-23,USGS,11455420,2004,30000,A,12100,measure,27071,30000,30000,30000,30000
2004-03-24,USGS,11455420,2004,30800,A,12700,measure,28422,30800,30800,30800,30800
2004-03-25,USGS,11455420,2004,30600,A,13100,measure,29323,30600,30600,30600,30600
2004-03-26,USGS,11455420,2004,30900,A,13200,measure,29548,30900,30900,30900,30900
2004-03-27,USGS,11455420,2004,29400,A,12800,measure,28647,29400,29400,29400,29400
2004-03-28,USGS,11455420,2004,26900,A,11900,measure,26620,26900,26900,26900,26900
2004-03-29,USGS,11455420,2004,24500,A,10700,measure,23917,24500,24500,24500,24500
2004-03-30,USGS,11455420,2004,25700,A,10000,measure,22340,25700,25700,25700,25700
2004-03-31,USGS,11455420,2004,23300,A,9560,measure,21349,23300,23300,23300,23300
2004-04-01,USGS,11455420,2004,15900,A,8920,measure,19908,15900,15900,15900,15900
2004-04-02,USGS,11455420,2004,11800,A,8350,measure,18624,11800,11800,11800,11800
2004-04-03,USGS,11455420,2004,15900,A,7890,measure,17588,15900,15900,15900,15900
2004-04-04,USGS,11455420,2004,19100,A,8190,measure,18263,19100,19100,19100,19100
2004-04-05,USGS,11455420,2004,20500,A,9070,measure,20246,20500,20500,20500,20500
2004-04-06,USGS,11455420,2004,21700,A,10300,measure,23016,21700,21700,21700,21700
2004-04-07,USGS,11455420,2004,23900,A,12000,measure,26845,23900,23900,23900,23900
2004-04-08,USGS,11455420,2004,25800,A,13100,measure,29323,25800,25800,25800,25800
2004-04-09,USGS,11455420,2004,28000,A,13900,measure,31125,28000,28000,28000,28000
2004-04-10,USGS,11455420,2004,28800,A,14300,measure,32026,28800,28800,28800,28800
2004-04-11,USGS,11455420,2004,31400,A,14400,measure,32251,31400,31400,31400,31400
2004-04-12,USGS,11455420,2004,32400,A,14000,measure,31350,32400,32400,32400,32400
2004-04-13,USGS,11455420,2004,31000,A,13300,measure,29774,31000,31000,31000,31000
2004-04-14,USGS,11455420,2004,28500,A,12700,measure,28422,28500,28500,28500,28500
2004-04-15,USGS,11455420,2004,26500,A,12100,measure,27071,26500,26500,26500,26500
2004-04-16,USGS,11455420,2004,25200,A,11900,measure,26620,25200,25200,25200,25200
2004-04-17,USGS,11455420,2004,25400,A,11800,measure,26395,25400,25400,25400,25400
2004-04-18,USGS,11455420,2004,25400,A,11200,measure,25043,25400,25400,25400,25400
2004-04-19,USGS,11455420,2004,20700,A,9650,measure,21552,20700,20700,20700,20700
2004-04-20,USGS,11455420,2004,18100,A,8320,measure,18556,18100,18100,18100,18100
2004-04-21,USGS,11455420,2004,16800,A,7390,measure,16461,16800,16800,16800,16800
2004-04-22,USGS,11455420,2004,13800,A,6910,measure,15380,13800,13800,13800,13800
2004-04-23,USGS,11455420,2004,11800,A,6290,measure,13984,11800,11800,11800,11800
2004-04-24,USGS,11455420,2004,12500,A,5910,measure,13128,12500,12500,12500,12500
2004-04-25,USGS,11455420,2004,13100,A,5680,measure,12610,13100,13100,13100,13100
2004-04-26,USGS,11455420,2004,12200,A,5240,measure,11618,12200,12200,12200,12200
2004-04-27,USGS,11455420,2004,10100,A,4630,measure,10244,10100,10100,10100,10100
2004-04-28,USGS,11455420,2004,8280,A,4490,measure,9929,8280,8280,8280,8280
2004-04-29,USGS,11455420,2004,6890,A,4530,measure,10019,6890,6890,6890,6890
2004-04-30,USGS,11455420,2004,8840,A,4320,measure,9546,8840,8840,8840,8840
2004-05-01,USGS,11455420,2004,10500,A,4330,measure,9569,10500,10500,10500,10500
2004-05-02,USGS,11455420,2004,8830,A,4260,measure,9411,8830,8830,8830,8830
2004-05-03,USGS,11455420,2004,6280,A,4000,measure,8825,6280,6280,6280,6280
2004-05-04,USGS,11455420,2004,7090,A,3910,measure,8623,7090,7090,7090,7090
2004-05-05,USGS,11455420,2004,8570,A,4220,measure,9321,8570,8570,8570,8570
2004-05-06,USGS,11455420,2004,9580,A,4530,measure,10019,9580,9580,9580,9580
2004-05-07,USGS,11455420,2004,10200,A,4730,measure,10470,10200,10200,10200,10200
2004-05-08,USGS,11455420,2004,10500,A,4780,measure,10582,10500,10500,10500,10500
2004-05-09,USGS,11455420,2004,11400,A,4810,measure,10650,11400,11400,11400,11400
2004-05-10,USGS,11455420,2004,14800,A,5220,measure,11573,14800,14800,14800,14800
2004-05-11,USGS,11455420,2004,14900,A,5510,measure,12227,14900,14900,14900,14900
2004-05-12,USGS,11455420,2004,11700,A,5350,measure,11866,11700,11700,11700,11700
2004-05-13,USGS,11455420,2004,11100,A,5120,measure,11348,11100,11100,11100,11100
2004-05-14,USGS,11455420,2004,10300,A,4680,measure,10357,10300,10300,10300,10300
2004-05-15,USGS,11455420,2004,9920,A,4330,measure,9569,9920,9920,9920,9920
2004-05-16,USGS,11455420,2004,8780,A,4100,measure,9051,8780,8780,8780,8780
2004-05-17,USGS,11455420,2004,11200,A,4190,measure,9253,11200,11200,11200,11200
2004-05-18,USGS,11455420,2004,11600,A,4470,measure,9884,11600,11600,11600,11600
2004-05-19,USGS,11455420,2004,9840,A,4370,measure,9659,9840,9840,9840,9840
2004-05-20,USGS,11455420,2004,11000,A,4300,measure,9501,11000,11000,11000,11000
2004-05-21,USGS,11455420,2004,12300,A,4310,measure,9524,12300,12300,12300,12300
2004-05-22,USGS,11455420,2004,13400,A,4370,measure,9659,13400,13400,13400,13400
2004-05-23,USGS,11455420,2004,14000,A,4610,measure,10199,14000,14000,14000,14000
2004-05-24,USGS,11455420,2004,12300,A,4640,measure,10267,12300,12300,12300,12300
2004-05-25,USGS,11455420,2004,13100,A,4590,measure,10154,13100,13100,13100,13100
2004-05-26,USGS,11455420,2004,14900,A,4630,measure,10244,14900,14900,14900,14900
2004-05-27,USGS,11455420,2004,14200,A,4470,measure,9884,14200,14200,14200,14200
2004-05-28,USGS,11455420,2004,12000,A,3670,measure,8082,12000,12000,12000,12000
2004-05-29,USGS,11455420,2004,9730,A,3100,measure,6798,9730,9730,9730,9730
2004-05-30,USGS,11455420,2004,8280,A,3050,measure,6685,8280,8280,8280,8280
2004-05-31,USGS,11455420,2004,7310,A,3050,measure,6685,7310,7310,7310,7310
2004-06-01,USGS,11455420,2004,8240,A,3940,measure,8690,8240,8240,8240,8240
2004-06-02,USGS,11455420,2004,9750,A,4430,measure,9794,9750,9750,9750,9750
2004-06-03,USGS,11455420,2004,10400,A,3130,measure,6866,10400,10400,10400,10400
2004-06-04,USGS,11455420,2004,8330,A,2110,measure,4568,8330,8330,8330,8330
2004-06-05,USGS,11455420,2004,8500,A,2200,measure,4771,8500,8500,8500,8500
2004-06-06,USGS,11455420,2004,9760,A,2470,measure,5379,9760,9760,9760,9760
2004-06-07,USGS,11455420,2004,13900,A,2990,measure,6550,13900,13900,13900,13900
2004-06-08,USGS,11455420,2004,15100,A,3630,measure,7992,15100,15100,15100,15100
2004-06-09,USGS,11455420,2004,14200,A,3730,measure,8217,14200,14200,14200,14200
2004-06-10,USGS,11455420,2004,14100,A,3710,measure,8172,14100,14100,14100,14100
2004-06-11,USGS,11455420,2004,11400,A,3580,measure,7879,11400,11400,11400,11400
2004-06-12,USGS,11455420,2004,9840,A,3490,measure,7677,9840,9840,9840,9840
2004-06-13,USGS,11455420,2004,9020,A,3320,measure,7294,9020,9020,9020,9020
2004-06-14,USGS,11455420,2004,7370,A,3210,measure,7046,7370,7370,7370,7370
2004-06-15,USGS,11455420,2004,5240,A,3010,measure,6595,5240,5240,5240,5240
2004-06-16,USGS,11455420,2004,5670,A,2690,measure,5875,5670,5670,5670,5670
2004-06-17,USGS,11455420,2004,11900,A,3070,measure,6731,11900,11900,11900,11900
2004-06-18,USGS,11455420,2004,14200,A,3390,measure,7451,14200,14200,14200,14200
2004-06-19,USGS,11455420,2004,14700,A,3400,measure,7474,14700,14700,14700,14700
2004-06-20,USGS,11455420,2004,14500,A,3430,measure,7541,14500,14500,14500,14500
2004-06-21,USGS,11455420,2004,13900,A,3420,measure,7519,13900,13900,13900,13900
2004-06-22,USGS,11455420,2004,12700,A,3380,measure,7429,12700,12700,12700,12700
2004-06-23,USGS,11455420,2004,13200,A,3460,measure,7609,13200,13200,13200,13200
2004-06-24,USGS,11455420,2004,13800,A,3520,measure,7744,13800,13800,13800,13800
2004-06-25,USGS,11455420,2004,13800,A,3400,measure,7474,13800,13800,13800,13800
2004-06-26,USGS,11455420,2004,13200,A,3290,measure,7226,13200,13200,13200,13200
2004-06-27,USGS,11455420,2004,10100,A,3120,measure,6843,10100,10100,10100,10100
2004-06-28,USGS,11455420,2004,7750,A,2760,measure,6032,7750,7750,7750,7750
2004-06-29,USGS,11455420,2004,12400,A,2980,measure,6528,12400,12400,12400,12400
2004-06-30,USGS,11455420,2004,13600,A,3540,measure,7789,13600,13600,13600,13600
2004-07-01,USGS,11455420,2004,12100,A,3780,measure,8330,12100,12100,12100,12100
2004-07-02,USGS,11455420,2004,10800,A,3770,measure,8307,10800,10800,10800,10800
2004-07-03,USGS,11455420,2004,11500,A,3850,measure,8487,11500,11500,11500,11500
2004-07-04,USGS,11455420,2004,12000,A,4050,measure,8938,12000,12000,12000,12000
2004-07-05,USGS,11455420,2004,13200,A,4160,measure,9186,13200,13200,13200,13200
2004-07-06,USGS,11455420,2004,14900,A,4140,measure,9141,14900,14900,14900,14900
2004-07-07,USGS,11455420,2004,14800,A,4200,measure,9276,14800,14800,14800,14800
2004-07-08,USGS,11455420,2004,15600,A,4420,measure,9771,15600,15600,15600,15600
2004-07-09,USGS,11455420,2004,15600,A,4580,measure,10132,15600,15600,15600,15600
2004-07-10,USGS,11455420,2004,14600,A,4740,measure,10492,14600,14600,14600,14600
2004-07-11,USGS,11455420,2004,13000,A,4730,measure,10470,13000,13000,13000,13000
2004-07-12,USGS,11455420,2004,11800,A,4510,measure,9974,11800,11800,11800,11800
2004-07-13,USGS,11455420,2004,13400,A,4600,measure,10177,13400,13400,13400,13400
2004-07-14,USGS,11455420,2004,13300,A,4690,measure,10380,13300,13300,13300,13300
2004-07-15,USGS,11455420,2004,12200,A,4650,measure,10289,12200,12200,12200,12200
2004-07-16,USGS,11455420,2004,12900,A,4610,measure,10199,12900,12900,12900,12900
2004-07-17,USGS,11455420,2004,14800,A,4640,measure,10267,14800,14800,14800,14800
2004-07-18,USGS,11455420,2004,15700,A,4740,measure,10492,15700,15700,15700,15700
2004-07-19,USGS,11455420,2004,16000,A,4770,measure,10560,16000,16000,16000,16000
2004-07-20,USGS,11455420,2004,15200,A,4850,measure,10740,15200,15200,15200,15200
2004-07-21,USGS,11455420,2004,13100,A,4690,measure,10380,13100,13100,13100,13100
2004-07-22,USGS,11455420,2004,12600,A,4460,measure,9862,12600,12600,12600,12600
2004-07-23,USGS,11455420,2004,15500,A,4420,measure,9771,15500,15500,15500,15500
2004-07-24,USGS,11455420,2004,16300,A,4650,measure,10289,16300,16300,16300,16300
2004-07-25,USGS,11455420,2004,14400,A,4810,measure,10650,14400,14400,14400,14400
2004-07-26,USGS,11455420,2004,9960,A,4400,measure,9726,9960,9960,9960,9960
2004-07-27,USGS,11455420,2004,10300,A,4120,measure,9096,10300,10300,10300,10300
2004-07-28,USGS,11455420,2004,13100,A,4160,measure,9186,13100,13100,13100,13100
2004-07-29,USGS,11455420,2004,13800,A,4280,measure,9456,13800,13800,13800,13800
2004-07-30,USGS,11455420,2004,12300,A,4230,measure,9343,12300,12300,12300,12300
2004-07-31,USGS,11455420,2004,12800,A,4230,measure,9343,12800,12800,12800,12800
2004-08-01,USGS,11455420,2004,12800,A,4170,measure,9208,12800,12800,12800,12800
2004-08-02,USGS,11455420,2004,14500,A,4220,measure,9321,14500,14500,14500,14500
2004-08-03,USGS,11455420,2004,14000,A,4300,measure,9501,14000,14000,14000,14000
2004-08-04,USGS,11455420,2004,14200,A,4210,measure,9298,14200,14200,14200,14200
2004-08-05,USGS,11455420,2004,14800,A,4280,measure,9456,14800,14800,14800,14800
2004-08-06,USGS,11455420,2004,15000,A,4390,measure,9704,15000,15000,15000,15000
2004-08-07,USGS,11455420,2004,14300,A,4420,measure,9771,14300,14300,14300,14300
2004-08-08,USGS,11455420,2004,11400,A,4170,measure,9208,11400,11400,11400,11400
2004-08-09,USGS,11455420,2004,14300,A,4080,measure,9006,14300,14300,14300,14300
2004-08-10,USGS,11455420,2004,13600,A,4170,measure,9208,13600,13600,13600,13600
2004-08-11,USGS,11455420,2004,10100,A,3970,measure,8758,10100,10100,10100,10100
2004-08-12,USGS,11455420,2004,11500,A,3720,measure,8195,11500,11500,11500,11500
2004-08-13,USGS,11455420,2004,14200,A,3830,measure,8442,14200,14200,14200,14200
2004-08-14,USGS,11455420,2004,14800,A,3920,measure,8645,14800,14800,14800,14800
2004-08-15,USGS,11455420,2004,12800,A,3920,measure,8645,12800,12800,12800,12800
2004-08-16,USGS,11455420,2004,11600,A,3790,measure,8352,11600,11600,11600,11600
2004-08-17,USGS,11455420,2004,11200,A,3710,measure,8172,11200,11200,11200,11200
2004-08-18,USGS,11455420,2004,10200,A,3630,measure,7992,10200,10200,10200,10200
2004-08-19,USGS,11455420,2004,10700,A,3560,measure,7834,10700,10700,10700,10700
2004-08-20,USGS,11455420,2004,12200,A,3560,measure,7834,12200,12200,12200,12200
2004-08-21,USGS,11455420,2004,14200,A,3490,measure,7677,14200,14200,14200,14200
2004-08-22,USGS,11455420,2004,15100,A,3600,measure,7924,15100,15100,15100,15100
2004-08-23,USGS,11455420,2004,14300,A,3730,measure,8217,14300,14300,14300,14300
2004-08-24,USGS,11455420,2004,12900,A,3640,measure,8014,12900,12900,12900,12900
2004-08-25,USGS,11455420,2004,13700,A,3750,measure,8262,13700,13700,13700,13700
2004-08-26,USGS,11455420,2004,11700,A,3970,measure,8758,11700,11700,11700,11700
2004-08-27,USGS,11455420,2004,9170,A,3750,measure,8262,9170,9170,9170,9170
2004-08-28,USGS,11455420,2004,8350,A,3470,measure,7632,8350,8350,8350,8350
2004-08-29,USGS,11455420,2004,9320,A,3300,measure,7249,9320,9320,9320,9320
2004-08-30,USGS,11455420,2004,12100,A,3380,measure,7429,12100,12100,12100,12100
2004-08-31,USGS,11455420,2004,12800,A,3420,measure,7519,12800,12800,12800,12800
2004-09-01,USGS,11455420,2004,12600,A,3390,measure,7451,12600,12600,12600,12600
2004-09-02,USGS,11455420,2004,10600,A,3540,measure,7789,10600,10600,10600,10600
2004-09-03,USGS,11455420,2004,6130,A,3730,measure,8217,6130,6130,6130,6130
2004-09-04,USGS,11455420,2004,8320,A,3640,measure,8014,8320,8320,8320,8320
2004-09-05,USGS,11455420,2004,10700,A,3530,measure,7767,10700,10700,10700,10700
2004-09-06,USGS,11455420,2004,11600,A,3520,measure,7744,11600,11600,11600,11600
2004-09-07,USGS,11455420,2004,12500,A,3590,measure,7902,12500,12500,12500,12500
2004-09-08,USGS,11455420,2004,11400,A,3550,measure,7812,11400,11400,11400,11400
2004-09-09,USGS,11455420,2004,9740,A,3310,measure,7271,9740,9740,9740,9740
2004-09-10,USGS,11455420,2004,10600,A,3240,measure,7113,10600,10600,10600,10600
2004-09-11,USGS,11455420,2004,10800,A,3210,measure,7046,10800,10800,10800,10800
2004-09-12,USGS,11455420,2004,13000,A,3090,measure,6776,13000,13000,13000,13000
2004-09-13,USGS,11455420,2004,13600,A,3320,measure,7294,13600,13600,13600,13600
2004-09-14,USGS,11455420,2004,9090,A,3310,measure,7271,9090,9090,9090,9090
2004-09-15,USGS,11455420,2004,7430,A,3110,measure,6821,7430,7430,7430,7430
2004-09-16,USGS,11455420,2004,8350,A,2970,measure,6505,8350,8350,8350,8350
2004-09-17,USGS,11455420,2004,9970,A,2840,measure,6212,9970,9970,9970,9970
2004-09-18,USGS,11455420,2004,12400,A,3120,measure,6843,12400,12400,12400,12400
2004-09-19,USGS,11455420,2004,13200,A,3300,measure,7249,13200,13200,13200,13200
2004-09-20,USGS,11455420,2004,12100,A,3440,measure,7564,12100,12100,12100,12100
2004-09-21,USGS,11455420,2004,8940,A,3180,measure,6978,8940,8940,8940,8940
2004-09-22,USGS,11455420,2004,9310,A,3070,measure,6731,9310,9310,9310,9310
2004-09-23,USGS,11455420,2004,9520,A,2970,measure,6505,9520,9520,9520,9520
2004-09-24,USGS,11455420,2004,8550,A,2810,measure,6145,8550,8550,8550,8550
2004-09-25,USGS,11455420,2004,8780,A,2760,measure,6032,8780,8780,8780,8780
2004-09-26,USGS,11455420,2004,9260,A,2790,measure,6100,9260,9260,9260,9260
2004-09-27,USGS,11455420,2004,8840,A,2530,measure,5514,8840,8840,8840,8840
2004-09-28,USGS,11455420,2004,10500,A,2500,measure,5447,10500,10500,10500,10500
2004-09-29,USGS,11455420,2004,9750,A,2520,measure,5492,9750,9750,9750,9750
2004-09-30,USGS,11455420,2004,9140,A,2480,measure,5402,9140,9140,9140,9140
2004-10-01,USGS,11455420,2005,9930,A,2550,measure,5559,9930,9930,9930,9930
2004-10-02,USGS,11455420,2005,9280,A,2530,measure,5514,9280,9280,9280,9280
2004-10-03,USGS,11455420,2005,8900,A,2380,measure,5176,8900,8900,8900,8900
2004-10-04,USGS,11455420,2005,12000,A,2440,measure,5311,12000,12000,12000,12000
2004-10-05,USGS,11455420,2005,13000,A,2690,measure,5875,13000,13000,13000,13000
2004-10-06,USGS,11455420,2005,11400,A,2600,measure,5672,11400,11400,11400,11400
2004-10-07,USGS,11455420,2005,10100,A,2410,measure,5244,10100,10100,10100,10100
2004-10-08,USGS,11455420,2005,9540,A,2330,measure,5064,9540,9540,9540,9540
2004-10-09,USGS,11455420,2005,8990,A,2490,measure,5424,8990,8990,8990,8990
2004-10-10,USGS,11455420,2005,5870,A,2480,measure,5402,5870,5870,5870,5870
2004-10-11,USGS,11455420,2005,5740,A,2390,measure,5199,5740,5740,5740,5740
2004-10-12,USGS,11455420,2005,6740,A,2250,measure,4883,6740,6740,6740,6740
2004-10-13,USGS,11455420,2005,7550,A,2200,measure,4771,7550,7550,7550,7550
2004-10-14,USGS,11455420,2005,6690,A,2120,measure,4591,6690,6690,6690,6690
2004-10-15,USGS,11455420,2005,5280,A,1910,measure,4118,5280,5280,5280,5280
2004-10-16,USGS,11455420,2005,7990,A,1980,measure,4275,7990,7990,7990,7990
2004-10-17,USGS,11455420,2005,8040,A,2220,measure,4816,8040,8040,8040,8040
2004-10-18,USGS,11455420,2005,7210,A,2370,measure,5154,7210,7210,7210,7210
2004-10-19,USGS,11455420,2005,5790,A,2480,measure,5402,5790,5790,5790,5790
2004-10-20,USGS,11455420,2005,13900,A,3360,measure,7384,13900,13900,13900,13900
2004-10-21,USGS,11455420,2005,12400,A,3410,measure,7496,12400,12400,12400,12400
2004-10-22,USGS,11455420,2005,12700,A,3400,measure,7474,12700,12700,12700,12700
2004-10-23,USGS,11455420,2005,11800,A,3200,measure,7023,11800,11800,11800,11800
2004-10-24,NA,NA,NA,NA,NA,2980,fill,6528,11943.464566929135,6528,NA,6528
2004-10-25,NA,NA,NA,NA,NA,2730,fill,5965,11974.444444444445,5965,NA,5965
2004-10-26,NA,NA,NA,NA,NA,2950,fill,6460,12051.290322580644,6460,NA,6460
2004-10-27,NA,NA,NA,NA,NA,3250,fill,7136,12107.5,7136,NA,7136
2004-10-28,NA,NA,NA,NA,NA,3540,fill,7789,11464,7789,NA,7789
2004-10-29,NA,NA,NA,NA,NA,3950,fill,8713,10298,8713,NA,8713
2004-10-30,NA,NA,NA,NA,NA,3690,fill,8127,9537.5,8127,NA,8127
2004-10-31,NA,NA,NA,NA,NA,3490,fill,7677,9361.935483870966,7677,NA,7677
2004-11-01,NA,NA,NA,NA,NA,3350,fill,7361,9362.38095238095,7361,NA,7361
2004-11-02,NA,NA,NA,NA,NA,3080,fill,6753,9358.503937007874,6753,NA,6753
2004-11-03,USGS,11455420,2005,9820,A,3160,measure,6933,9820,9820,9820,9820
2004-11-04,USGS,11455420,2005,10000,A,3270,measure,7181,10000,10000,10000,10000
2004-11-05,USGS,11455420,2005,7400,A,2860,measure,6258,7400,7400,7400,7400
2004-11-06,USGS,11455420,2005,7440,A,2730,measure,5965,7440,7440,7440,7440
2004-11-07,USGS,11455420,2005,8620,A,2720,measure,5942,8620,8620,8620,8620
2004-11-08,USGS,11455420,2005,9390,A,2660,measure,5807,9390,9390,9390,9390
2004-11-09,USGS,11455420,2005,8870,A,2600,measure,5672,8870,8870,8870,8870
2004-11-10,USGS,11455420,2005,8200,A,2520,measure,5492,8200,8200,8200,8200
2004-11-11,USGS,11455420,2005,8950,A,2660,measure,5807,8950,8950,8950,8950
2004-11-12,USGS,11455420,2005,9270,A,2800,measure,6122,9270,9270,9270,9270
2004-11-13,USGS,11455420,2005,9700,A,2890,measure,6325,9700,9700,9700,9700
2004-11-14,USGS,11455420,2005,9840,A,2950,measure,6460,9840,9840,9840,9840
2004-11-15,USGS,11455420,2005,8770,A,2820,measure,6167,8770,8770,8770,8770
2004-11-16,USGS,11455420,2005,9690,A,2850,measure,6235,9690,9690,9690,9690
2004-11-17,USGS,11455420,2005,10500,A,2890,measure,6325,10500,10500,10500,10500
2004-11-18,USGS,11455420,2005,10500,A,2880,measure,6303,10500,10500,10500,10500
2004-11-19,USGS,11455420,2005,8700,A,2760,measure,6032,8700,8700,8700,8700
2004-11-20,USGS,11455420,2005,8330,A,2830,measure,6190,8330,8330,8330,8330
2004-11-21,USGS,11455420,2005,5350,A,2650,measure,5784,5350,5350,5350,5350
2004-11-22,USGS,11455420,2005,4820,A,2290,measure,4974,4820,4820,4820,4820
2004-11-23,USGS,11455420,2005,7030,A,2330,measure,5064,7030,7030,7030,7030
2004-11-24,USGS,11455420,2005,7310,A,2300,measure,4996,7310,7310,7310,7310
2004-11-25,USGS,11455420,2005,6650,A,2210,measure,4793,6650,6650,6650,6650
2004-11-26,USGS,11455420,2005,5100,A,2190,measure,4748,5100,5100,5100,5100
2004-11-27,USGS,11455420,2005,5520,A,2720,measure,5942,5520,5520,5520,5520
2004-11-28,USGS,11455420,2005,9290,A,3500,measure,7699,9290,9290,9290,9290
2004-11-29,USGS,11455420,2005,7940,A,3180,measure,6978,7940,7940,7940,7940
2004-11-30,USGS,11455420,2005,7180,A,2890,measure,6325,7180,7180,7180,7180
2004-12-01,USGS,11455420,2005,7710,A,2870,measure,6280,7710,7710,7710,7710
2004-12-02,USGS,11455420,2005,8950,A,3000,measure,6573,8950,8950,8950,8950
2004-12-03,USGS,11455420,2005,8080,A,2850,measure,6235,8080,8080,8080,8080
2004-12-04,USGS,11455420,2005,7380,A,2690,measure,5875,7380,7380,7380,7380
2004-12-05,USGS,11455420,2005,8260,A,3210,measure,7046,8260,8260,8260,8260
2004-12-06,USGS,11455420,2005,8320,A,3650,measure,8037,8320,8320,8320,8320
2004-12-07,USGS,11455420,2005,10900,A,3970,measure,8758,10900,10900,10900,10900
2004-12-08,USGS,11455420,2005,15100,A,4840,measure,10717,15100,15100,15100,15100
2004-12-09,USGS,11455420,2005,19100,A,6830,measure,15200,19100,19100,19100,19100
2004-12-10,USGS,11455420,2005,21000,A,9490,measure,21192,21000,21000,21000,21000
2004-12-11,USGS,11455420,2005,22100,A,10500,measure,23467,22100,22100,22100,22100
2004-12-12,USGS,11455420,2005,20200,A,9290,measure,20741,20200,20200,20200,20200
