organization_identifier,organization_formal_name,activity_identifier,activity_type_code,activity_media_name,activity_media_subdivision_name,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,activity_end_date,activity_end_time_time,activity_end_time_time_zone_code,activity_depth_height_measure_measure_value,activity_depth_height_measure_measure_unit_code,activity_depth_altitude_reference_point_text,activity_top_depth_height_measure_measure_value,activity_top_depth_height_measure_measure_unit_code,activity_bottom_depth_height_measure_measure_value,activity_bottom_depth_height_measure_measure_unit_code,project_identifier,activity_conducting_organization_text,monitoring_location_identifier,activity_comment_text,sample_aquifer,hydrologic_condition,hydrologic_event,sample_collection_method_method_identifier,sample_collection_method_method_identifier_context,sample_collection_method_method_name,sample_collection_equipment_name,result_detection_condition_text,characteristic_name,result_sample_fraction_text,result_measure_value,result_measure_measure_unit_code,measure_qualifier_code,result_status_identifier,statistical_base_code,result_value_type_name,result_weight_basis_text,result_time_basis_text,result_temperature_basis_text,result_particle_size_basis_text,precision_value,result_comment_text,usgsp_code,result_depth_height_measure_measure_value,result_depth_height_measure_measure_unit_code,result_depth_altitude_reference_point_text,subject_taxonomic_name,sample_tissue_anatomy_name,result_analytical_method_method_identifier,result_analytical_method_method_identifier_context,result_analytical_method_method_name,method_description_text,laboratory_name,analysis_start_date,result_laboratory_comment_text,detection_quantitation_limit_type_name,detection_quantitation_limit_measure_measure_value,detection_quantitation_limit_measure_measure_unit_code,preparation_start_date,provider_name,activity_start_date_time,activity_end_date_time
USGS-CA,USGS California Water Science Center,nwisca.01.01805540,Sample-Routine,Water,Surface Water,2018-08-20,10:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,MM-55168G,NA,"Stable, normal stage",Routine sample,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,NA,Orthophosphate,Dissolved,0.032,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2018-08-28,NA,NA,NA,NA,NA,NWIS,2018-08-20T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805540,Sample-Routine,Water,Surface Water,2018-08-20,10:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,MM-55168G,NA,"Stable, normal stage",Routine sample,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.16,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2018-09-06,NA,NA,NA,NA,NA,NWIS,2018-08-20T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.99700596,Quality Control Sample-Field Replicate,Water,Surface Water,1997-05-08,10:10:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,CL037,USGS,"Nutrients, wf, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,Historical Lower Reporting Limit,0.02,mg/l as N,NA,NWIS,1997-05-08T17:10:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.99700596,Quality Control Sample-Field Replicate,Water,Surface Water,1997-05-08,10:10:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,NA,NA,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,CL041,USGS,"Nutrients, wf, colorimetric","USGS OF 93-125, p 143",NA,NA,NA,Historical Lower Reporting Limit,0.01,mg/l as N,NA,NWIS,1997-05-08T17:10:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01307081,Sample-Routine,Water,Surface Water,2013-06-06,10:15:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-1620175 Updated SID from 381433121405701 per K. O'Donnell. JPC 5/12/20,NA,Not determined,Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Ammonia and ammonium,Dissolved,0.09,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2013-06-12,NA,Long Term Method Detection Level,0.01,mg/l as N,NA,NWIS,2013-06-06T17:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01307081,Sample-Routine,Water,Surface Water,2013-06-06,10:15:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-1620175 Updated SID from 381433121405701 per K. O'Donnell. JPC 5/12/20,NA,Not determined,Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.38,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2013-06-13,NA,Estimated Detection Level,0.04,mg/l as N,NA,NWIS,2013-06-06T17:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01307081,Sample-Routine,Water,Surface Water,2013-06-06,10:15:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-1620175 Updated SID from 381433121405701 per K. O'Donnell. JPC 5/12/20,NA,Not determined,Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Orthophosphate,Dissolved,0.08,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2013-06-12,NA,Long Term Method Detection Level,0.004,mg/l as P,NA,NWIS,2013-06-06T17:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01307081,Sample-Routine,Water,Surface Water,2013-06-06,10:15:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-1620175 Updated SID from 381433121405701 per K. O'Donnell. JPC 5/12/20,NA,Not determined,Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.63,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL062,USGS,"Nutrients, wf, FCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2013-06-25,NA,Long Term Method Detection Level,0.05,mg/l,NA,NWIS,2013-06-06T17:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805404,Sample-Routine,Water,Surface Water,2018-08-08,09:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,MM-55162G,NA,"Stable, normal stage",Routine sample,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2018-08-21,NA,NA,NA,NA,NA,NWIS,2018-08-08T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805404,Sample-Routine,Water,Surface Water,2018-08-08,09:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,MM-55162G,NA,"Stable, normal stage",Routine sample,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,Not Detected,Nitrite,Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2018-08-21,NA,NA,NA,NA,NA,NWIS,2018-08-08T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.99700631,Sample-Routine,Water,Surface Water,1997-05-22,11:00:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,CL037,USGS,"Nutrients, wf, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,Historical Lower Reporting Limit,0.02,mg/l as N,NA,NWIS,1997-05-22T18:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.99700631,Sample-Routine,Water,Surface Water,1997-05-22,11:00:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,NA,NA,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,CL041,USGS,"Nutrients, wf, colorimetric","USGS OF 93-125, p 143",NA,NA,NA,Historical Lower Reporting Limit,0.01,mg/l as N,NA,NWIS,1997-05-22T18:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01904258,Quality Control Sample-Field Replicate,Water,Surface Water,2019-04-18,09:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,MM-58053A,NA,"Stable, high stage",Routine sample,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2019-05-08,NA,NA,NA,NA,NA,NWIS,2019-04-18T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01904258,Quality Control Sample-Field Replicate,Water,Surface Water,2019-04-18,09:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,MM-58053A,NA,"Stable, high stage",Routine sample,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,NA,Nitrite,Dissolved,0.001,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2019-05-08,below the reporting level but at or above the detection level,NA,NA,NA,NA,NWIS,2019-04-18T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01904258,Quality Control Sample-Field Replicate,Water,Surface Water,2019-04-18,09:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,MM-58053A,NA,"Stable, high stage",Routine sample,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.083,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2019-04-30,NA,NA,NA,NA,NA,NWIS,2019-04-18T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01904258,Quality Control Sample-Field Replicate,Water,Surface Water,2019-04-18,09:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,MM-58053A,NA,"Stable, high stage",Routine sample,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,NA,Orthophosphate,Dissolved,0.028,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2019-05-08,NA,NA,NA,NA,NA,NWIS,2019-04-18T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01904258,Quality Control Sample-Field Replicate,Water,Surface Water,2019-04-18,09:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,MM-58053A,NA,"Stable, high stage",Routine sample,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.14,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2019-05-01,NA,NA,NA,NA,NA,NWIS,2019-04-18T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.98801989,Sample-Routine,Water,Surface Water,1988-09-07,10:15:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,NA,NA,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,CL040,USGS,"Nitrite, wf, ASF diazotization","USGS OF 93-125, p 143",NA,NA,NA,Historical Lower Reporting Limit,0.01,mg/l as N,NA,NWIS,1988-09-07T17:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.98102377,Sample-Routine,Water,Surface Water,1981-07-23,10:15:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,Not determined,Routine sample,USGS,USGS,USGS,Unknown,NA,Ammonia and ammonium,Dissolved,0.07,mg/l as N,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,1981-07-23T17:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.99900031,Sample-Routine,Water,Surface Water,1998-10-22,10:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,NA,NA,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,CL041,USGS,"Nutrients, wf, colorimetric","USGS OF 93-125, p 143",NA,NA,NA,Historical Lower Reporting Limit,0.01,mg/l as N,NA,NWIS,1998-10-22T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01307082,Sample-Routine,Water,Surface Water,2013-06-06,11:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-1620176 Updated SID from 381433121405701 per K. O'Donnell. JPC 5/12/20,NA,Not determined,Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Ammonia and ammonium,Dissolved,0.1,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2013-06-12,NA,Long Term Method Detection Level,0.01,mg/l as N,NA,NWIS,2013-06-06T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01307082,Sample-Routine,Water,Surface Water,2013-06-06,11:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-1620176 Updated SID from 381433121405701 per K. O'Donnell. JPC 5/12/20,NA,Not determined,Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.38,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2013-06-13,NA,Estimated Detection Level,0.04,mg/l as N,NA,NWIS,2013-06-06T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01307082,Sample-Routine,Water,Surface Water,2013-06-06,11:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-1620176 Updated SID from 381433121405701 per K. O'Donnell. JPC 5/12/20,NA,Not determined,Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Orthophosphate,Dissolved,0.08,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2013-06-12,NA,Long Term Method Detection Level,0.004,mg/l as P,NA,NWIS,2013-06-06T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01307082,Sample-Routine,Water,Surface Water,2013-06-06,11:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,L-1620176 Updated SID from 381433121405701 per K. O'Donnell. JPC 5/12/20,NA,Not determined,Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.62,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL062,USGS,"Nutrients, wf, FCA,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2013-06-25,NA,Long Term Method Detection Level,0.05,mg/l,NA,NWIS,2013-06-06T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.99800949,Sample-Routine,Water,Surface Water,1998-07-30,10:00:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.09,mg/l as N,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,CL048,USGS,"Nutrients, wf, Cd reduct, color","USGS OF 93-125, p 157",NA,NA,NA,NA,NA,NA,NA,NWIS,1998-07-30T17:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.99800949,Sample-Routine,Water,Surface Water,1998-07-30,10:00:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Orthophosphate,Dissolved,0.03,mg/l as P,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,CL053,USGS,"Nutrients, wf, phosphomolybdate","USGS OF 93-125, p 197",NA,NA,NA,NA,NA,NA,NA,NWIS,1998-07-30T17:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.99801130,Sample-Routine,Water,Surface Water,1998-09-15,10:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Ammonia and ammonium,Dissolved,0.05,mg/l as N,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,CL037,USGS,"Nutrients, wf, salicylate color","USGS OF 93-125, p 125",NA,NA,NA,NA,NA,NA,NA,NWIS,1998-09-15T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.99801130,Sample-Routine,Water,Surface Water,1998-09-15,10:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Nitrite,Dissolved,0.013,mg/l as N,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,CL041,USGS,"Nutrients, wf, colorimetric","USGS OF 93-125, p 143",NA,NA,NA,NA,NA,NA,NA,NWIS,1998-09-15T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01305683,Sample-Routine,Water,Surface Water,2013-07-29,12:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11447650,"A-2120038 TPCN 100mL each for a total of 300mL Program/Project - SWMSA L-2120038 Received July 30, 2013",NA,"Stable, normal stage",Routine sample,10.00,USGS parameter code 82398,Equal width increment (ewi),US D-96 bag sampler,NA,Ammonia and ammonium,Dissolved,0.01,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2013-08-02,NA,Long Term Method Detection Level,0.01,mg/l as N,NA,NWIS,2013-07-29T19:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01305683,Sample-Routine,Water,Surface Water,2013-07-29,12:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11447650,"A-2120038 TPCN 100mL each for a total of 300mL Program/Project - SWMSA L-2120038 Received July 30, 2013",NA,"Stable, normal stage",Routine sample,10.00,USGS parameter code 82398,Equal width increment (ewi),US D-96 bag sampler,Not Detected,Nitrite,Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2013-08-02,NA,Long Term Method Detection Level,0.001,mg/l as N,NA,NWIS,2013-07-29T19:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01305683,Sample-Routine,Water,Surface Water,2013-07-29,12:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11447650,"A-2120038 TPCN 100mL each for a total of 300mL Program/Project - SWMSA L-2120038 Received July 30, 2013",NA,"Stable, normal stage",Routine sample,10.00,USGS parameter code 82398,Equal width increment (ewi),US D-96 bag sampler,Not Detected,Inorganic nitrogen (nitrate and nitrite),Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2013-08-01,NA,Long Term Method Detection Level,0.04,mg/l as N,NA,NWIS,2013-07-29T19:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01305683,Sample-Routine,Water,Surface Water,2013-07-29,12:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11447650,"A-2120038 TPCN 100mL each for a total of 300mL Program/Project - SWMSA L-2120038 Received July 30, 2013",NA,"Stable, normal stage",Routine sample,10.00,USGS parameter code 82398,Equal width increment (ewi),US D-96 bag sampler,NA,Orthophosphate,Dissolved,0.03,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2013-08-02,NA,Long Term Method Detection Level,0.004,mg/l as P,NA,NWIS,2013-07-29T19:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01305683,Sample-Routine,Water,Surface Water,2013-07-29,12:30:00,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11447650,"A-2120038 TPCN 100mL each for a total of 300mL Program/Project - SWMSA L-2120038 Received July 30, 2013",NA,"Stable, normal stage",Routine sample,10.00,USGS parameter code 82398,Equal width increment (ewi),US D-96 bag sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.1,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2013-08-27,NA,Long Term Method Detection Level,0.05,mg/l,NA,NWIS,2013-07-29T19:30:00Z,NA
